StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q4.1,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q7.1,Q7.2,Q7.3_2,Q7.3_3,Q7.3_4,Q7.3_5,Q8.1,Q8.2_1,Q8.2_2,Q8.3_1,Q8.3_2,Q8.4_1,Q8.4_2,Q8.5_1,Q8.5_2,Q8.6_1,Q8.6_2,Q8.7_1,Q8.7_2,Q8.8_1,Q8.8_2,Q8.9_1,Q8.9_2,Q8.10_1,Q8.10_2,Q8.11,Q8.12,Q8.13,Q8.14,Q8.15,Q8.15_6_TEXT,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q9.1_5,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q10.1,Q10.2,Q10.3,Q10.4,Q10.5,Q10.6,Q10.7,Q10.8,Q10.8_4_TEXT,Q10.9,Q10.10,Q10.11,Q10.11_10_TEXT,Q10.12,Q76_4,Q76_5,Q76_6,Q76_7,Q76_8,Q76_9,Q76_10,aid
10/26/2023 1:57,10/26/2023 2:00,IP Address,39,135,FALSE,11/2/2023 2:00,R_1QocVy4CAZgUVSI,,,,,anonymous,EN,CONSENT,11433 Jamaica (Queens),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6539ffca-9a71-2c31-d86c-1ed5d808a019
10/25/2023 23:03,10/26/2023 2:15,IP Address,48,11499,FALSE,11/2/2023 2:15,R_3Hp396BSJsjiSWR,,,,,anonymous,EN,CONSENT,11101 Long Island City - Astoria (Queens),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $6000 in 12 months,,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),A 50% chance of $100 (50% chance of $0),750,175,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6539d6fc-f1f3-f324-2be7-6d5e50212333
11/2/2023 2:30,11/2/2023 2:37,IP Address,100,435,TRUE,11/2/2023 2:37,R_1E5LV9WhaD3M6rw,,,,,anonymous,EN,CONSENT,10006 Lower Manhattan (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),Guaranteed $50,100,200,600,100,My work or school was entirely remote from March through December 2020,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Disagree,,,Agree,Agree,...were available near me but I did not attend.,No,,I could have stayed at home but would have had some contact with those I live with,I lived with other people in a home where it was not possible to isolate,,I never left home in this period,Indoors,When most people were masking,I never wore a mask when I left home,Indoors,Never,Once or twice a month,Weekly,Multiple times each week,"Rarely, when it could not be avoided",Things will be much better,I had to find public spaces to access internet,I was unable to pay all of my bills,I have to take on a lot of debt to pay my bills,There were no major impacts on my financial situation,My debts increase beyond what I earn in a given month,1988,Man,,Primary school,Employed full-time (25+ hours per week),Black or African-American,,"I travel for my work (e.g., delivery, at-large repair, public transportation, etc.)",,,,,,,,654341f3-134c-eec9-caf3-a8de467cdec2
11/2/2023 2:58,11/2/2023 3:04,IP Address,100,343,TRUE,11/2/2023 3:04,R_1DNm2CPcNgThneS,,,,,anonymous,EN,CONSENT,11206 Williamsburg - Bushwick (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $505 in 12 months,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $7500 in 12 months,,,"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $750 in 24 months (2 years),A 50% chance of $100 (50% chance of $0),300,400,0,300,My work or school was entirely remote from March through December 2020,Agree,Agree,Strongly agree,Strongly agree,Do not know,Do not know,Agree,Agree,Do not know,Do not know,Disagree,Disagree,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,...were available near me and I attended occasionally (1-2 times per month).,No,,I could have isolated for the entire recommended time,,,"Only in places that forced it,When most people were masking",I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Once or twice a month,Never,Once or twice a month,Weekly,Once or twice a month,Things will be much better,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,2000,Man,,College or university (Bachelor or equivalent),Not in paid employment (unable to work due to health/personal reasons),"Asian,Pacific Islander,White",,,,,,,,,,6543488b-b147-c956-ddfb-3b4be033715e
11/2/2023 6:07,11/2/2023 6:19,IP Address,100,731,TRUE,11/2/2023 6:19,R_zezjsbWr61HVFNT,,,,,anonymous,EN,CONSENT,11101 Long Island City - Astoria (Queens),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,800,200,0,0,My work or school was entirely in-person from March through December 2020,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,,,...were available near me and I attended weekly.,No,,I could have stayed at home but would have had some contact with those I live with,It was not possible for me to remain at home due to work/family/care/personal obligations,,Only in places that forced it,Only in places that forced it,Only in places that forced it,Only in places that forced it,Only in places that forced it,Weekly,Once or twice a month,Weekly,Weekly,Once or twice a month,Things will be about the same,I usually had access but there were some extended outages,I had to take on some debt to pay my bills,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,1969,Man,,Vocational school,Click to write Choice 7,White,,11101 Long Island City - Astoria (Queens),,,,,,,,654374bd-e39f-78ce-1a01-ef81da3a0dbb
10/26/2023 6:56,10/26/2023 6:59,IP Address,46,153,FALSE,11/2/2023 6:59,R_sb4QvcY3esVpPCV,,,,,anonymous,EN,CONSENT,10025 Upper West Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653a45bf-5eda-ca6e-542d-2c95bbbb1c87
10/26/2023 6:59,10/26/2023 7:01,IP Address,16,166,FALSE,11/2/2023 7:02,R_3FPdmY7MUnx2qxc,,,,,anonymous,EN,CONSENT,10025 Upper West Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $600 in 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653a4630-ef61-ae24-bc97-9300e46b0073
11/2/2023 7:25,11/2/2023 7:31,IP Address,100,320,TRUE,11/2/2023 7:31,R_2tGwVdzgKunK8sQ,,,,,anonymous,EN,CONSENT,11206 Williamsburg - Bushwick (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),A 50% chance of $100 (50% chance of $0),250,250,250,250,My work or school went remote in March 2020 but gradually added in-person by December 2020,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,,,,,...were available near me and I attended occasionally (1-2 times per month).,Yes,I mostly stayed at home but went out a few times (minimal contact with others),,There were no delivery services for things I needed,,I never wore a mask when I left home,When places were crowded,When places were crowded,When most people were masking,Only in places that forced it,"Rarely, when it could not be avoided",Multiple times each week,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Things will be about the same,I usually had access but there were some extended outages,I had to take on some debt to pay my bills,"All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much worse,I pay off any balances every month,1991,Woman,,College or university (Bachelor or equivalent),Click to write Choice 7,Black or African-American,,11206 Williamsburg - Bushwick (Brooklyn),,,,,,,,6543872c-4cbf-818c-cc60-126db337abc0
11/2/2023 7:38,11/2/2023 7:39,IP Address,100,59,TRUE,11/2/2023 7:39,R_9FVyR00H6yPw9qx,,,,,anonymous,EN,CONSENT,10025 Upper West Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654389f6-ad90-4a77-419e-6c5782247e41
11/2/2023 7:37,11/2/2023 7:39,IP Address,100,104,TRUE,11/2/2023 7:39,R_1kTiPgmIAXVSjA6,,,,,anonymous,EN,CONSENT,11226 East Flatbush - Flatbush (Brooklyn),Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $510 in 12 months,,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654389eb-9df0-354c-37ac-d47ba1bb0153
10/26/2023 7:33,10/26/2023 7:50,IP Address,98,983,FALSE,11/2/2023 7:50,R_3J30uKz1oB2Qrpz,,,,,anonymous,EN,CONSENT,11226 East Flatbush - Flatbush (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $7500 in 12 months,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",Receiving $750 in 24 months (2 years),A 50% chance of $100 (50% chance of $0),750,100,125,25,My work or school involved both remote and in-person from March through December 2020,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,...were never something I would have considered doing in 2020.,No,,I could have stayed at home but would have had some contact with those I live with,"I lived with other people in a home where it was not possible to isolate,It was not possible for me to remain at home due to work/family/care/personal obligations",,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Once or twice a month,Never,"Rarely, when it could not be avoided",Once or twice a month,"Rarely, when it could not be avoided",Things will be somewhat better,I had to use a hotspot to access the internet,I had to take on some debt to pay my bills,I can pay off my bills but am not able to save,My financial situation became much worse,I make the minimum payment and the interest is charged,1995,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,,,,,,,,,653a4e93-cdd5-e45d-36c8-7b575f6b7f3c
11/2/2023 7:51,11/2/2023 8:01,IP Address,100,616,TRUE,11/2/2023 8:01,R_3hGvvcJgO9QlCKV,,,,,anonymous,EN,CONSENT,10473 Pelham - Throgs Neck (Bronx),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),A 50% chance of $100 (50% chance of $0),200,500,200,100,My work or school was entirely remote from March through December 2020,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,...were available near me but I did not attend.,No,,I could have isolated for the entire recommended time,,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Things will be much better,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills and save a small amount,My financial situation became much better,I pay off much of the balance,1987,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10473 Pelham - Throgs Neck (Bronx),,,,,,,,65438d32-4c59-16d8-32cf-7ba6cd7eddf5
11/2/2023 8:25,11/2/2023 8:41,IP Address,100,944,TRUE,11/2/2023 8:41,R_1mkO8LqudyRFYRU,,,,,anonymous,EN,CONSENT,10029 East Harlem (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,300,200,400,100,My work or school was entirely remote from March through December 2020,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,...were available near me and I attended once.,I was sick but it was not a confirmed case of COVID,I was able to remain completely isolated for the recommended time,,,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,Things will be much worse,I always had access through my provider,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much worse,I never purchase anything on credit or take on debt,1975,Woman,,Secondary school (high school),Not in paid employment (unable to work due to health/personal reasons),Black or African-American,,,,,,,,,,65439543-ef42-585e-a64e-273ee3446a40
11/2/2023 8:42,11/2/2023 8:44,IP Address,100,109,TRUE,11/2/2023 8:44,R_1CpS1mnCuhLUm8K,,,,,anonymous,EN,CONSENT,11226 East Flatbush - Flatbush (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65439915-5eb7-7400-ec43-2eebb523ff91
11/2/2023 9:00,11/2/2023 9:14,IP Address,100,840,TRUE,11/2/2023 9:14,R_30jfWxDZTccF6FX,,,,,anonymous,EN,CONSENT,10025 Upper West Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $500 right now,,,PASS,Receiving $5500 in 12 months,,,Receiving $5000 right now,,"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $750 in 24 months (2 years),Guaranteed $50,0,300,200,500,My work or school was entirely remote from March through December 2020,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,,,Strongly agree,Strongly agree,...were never something I would have considered doing in 2020.,No,,I could have isolated for the entire recommended time,,,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,Never,"Rarely, when it could not be avoided",Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Things will be somewhat better,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat better,I pay off much of the balance,1986,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10025 Upper West Side (Manhattan),,,,,,,,65439d59-eb9e-5cb7-471f-f12c763fe4ec
11/2/2023 8:57,11/2/2023 9:14,IP Address,100,1028,TRUE,11/2/2023 9:14,R_7TLirvRNV7w30Qx,,,,,anonymous,EN,CONSENT,10453 Crotona -Tremont (Bronx),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),A 75% chance of $67 (25% chance of $0),1000,0,0,0,My work or school went remote in March 2020 but gradually added in-person by December 2020,Agree,Agree,Do not know,Strongly disagree,Do not know,Strongly disagree,Agree,Agree,Do not know,Do not know,Do not know,Do not know,Agree,Agree,,,,,...were available near me but I did not attend.,Yes,I mostly stayed at home but went out a few times (minimal contact with others),,Delivery services were too expensive,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Things will be much worse,I only had internet access on my phone,I paid off my bills but was not able to save,I am unable to pay all of my bills,There were no major impacts on my financial situation,My debts increase beyond what I earn in a given month,1972,Woman,,Vocational school,Employed full-time (25+ hours per week),Hispanic,,10028 Upper East Side (Manhattan),,,,,,,,65439cb1-8e60-5f89-0ee3-ba9a9db1194b
11/2/2023 9:15,11/2/2023 9:30,IP Address,100,908,TRUE,11/2/2023 9:30,R_1ddb3dr1AjbHpzj,,,,,anonymous,EN,CONSENT,11220 Sunset Park (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5500 in 12 months,,,Receiving $5000 right now,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,500,500,0,0,I was not working or studying  from March through December 2020,Agree,Agree,Agree,Do not know,Do not know,Do not know,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,,,,,...were never something I would have considered doing in 2020.,No,,I could have isolated for the entire recommended time,,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,When places were crowded,When places were crowded,Never,Never,Never,Never,Never,Things will be about the same,I had to find public spaces to access internet,I paid off my bills but was not able to save,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I pay off any balances every month,1958,Man,,Graduate (Masters or equivalent),Not in paid employment (looking for work),Asian,,,,,,,,,,6543a0fe-128c-2bec-4b7b-5c7780face39
11/2/2023 9:27,11/2/2023 9:32,IP Address,100,276,TRUE,11/2/2023 9:32,R_WlKAiCCBLnPpEBz,,,,,anonymous,EN,CONSENT,11420 Southwest Queens (Queens),Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $505 in 12 months,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5050 in 12 months,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",Receiving $505 in 24 months (2 years),A 50% chance of $100 (50% chance of $0),0,0,300,700,My work or school involved both remote and in-person from March through December 2020,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,...were available near me and I attended weekly.,I was sick but it was not a confirmed case of COVID,I was able to remain completely isolated for the recommended time,,,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided",Never,Never,Never,Never,Things will be much better,I always had access through my provider,I had to take on some debt to pay my bills,I can pay off my bills and save a small amount,My financial situation became much better,My debts increase beyond what I earn in a given month,1990,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Hispanic,,11420 Southwest Queens (Queens),,,,,,,,6543a3bc-afc9-3ca5-01a3-3c0144c7898c
11/2/2023 9:24,11/2/2023 9:33,IP Address,100,560,TRUE,11/2/2023 9:33,R_3CCJQgC12Hwcub7,,,,,anonymous,EN,CONSENT,11234 Canarsie - Flatlands (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),A 75% chance of $67 (25% chance of $0),700,200,100,0,My work or school was entirely remote from March through December 2020,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,Agree,Agree,...were never something I would have considered doing in 2020.,Yes,I stayed at home but had some contact with those I live with,,I lived with other people in a home where it was not possible to isolate,,I never left home in this period,Only in places that forced it,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,"Rarely, when it could not be avoided",Weekly,Once or twice a month,Things will be about the same,I had to use a hotspot to access the internet,I had to take on a lot of debt to pay my bills,I am unable to pay all of my bills,My financial situation became somewhat worse,I generally pay off the interest but not the balance,1983,Woman,,College or university (Bachelor or equivalent),Employed part-time (less than 25 hours per week),White,,11234 Canarsie - Flatlands (Brooklyn),,,,,,,,6543a2f1-d52d-24a0-cc3c-c90e1d952cd0
11/2/2023 9:53,11/2/2023 9:55,IP Address,100,104,TRUE,11/2/2023 9:55,R_2aXIGAi4S3SVog5,,,,,anonymous,EN,CONSENT,11226 East Flatbush - Flatbush (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $510 in 12 months,,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6543a9e7-3db3-8acb-5cd5-c5a1405a3ca2
11/2/2023 9:53,11/2/2023 10:15,IP Address,100,1297,TRUE,11/2/2023 10:15,R_OCEnfuy9HGGrVV7,,,,,anonymous,EN,CONSENT,11226 East Flatbush - Flatbush (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $6000 in 12 months,,,,"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,300,0,200,500,My work or school was entirely in-person from March through December 2020,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,,,...were never something I would have considered doing in 2020.,Yes,I stayed at home but had some contact with those I live with,,"Other people were in my home for some of the time,It was not possible for me to remain at home due to work/family/care/personal obligations",,I never left home in this period,I never left home in this period,I never left home in this period,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided",Once or twice a month,Multiple times each week,Once or twice a month,Multiple times each week,Things will be somewhat better,I usually had access but there were some extended outages,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,There were no major impacts on my financial situation,I pay off any balances every month,1989,Man,,Vocational school,Click to write Choice 7,Black or African-American,,11222 Greenpoint (Brooklyn),,,,,,,,6543a9d2-255f-6177-6ea2-2801589bfaae
11/2/2023 10:30,11/2/2023 10:38,IP Address,100,485,TRUE,11/2/2023 10:38,R_3NJtPAqG4b2DScp,,,,,anonymous,EN,CONSENT,11234 Canarsie - Flatlands (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,700,200,100,0,My work or school was entirely remote from March through December 2020,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,,,Agree,Agree,...were never something I would have considered doing in 2020.,Yes,I stayed at home but had some contact with those I live with,,I lived with other people in a home where it was not possible to isolate,,I never left home in this period,I always wore it when I left home,When places were crowded,When places were crowded,I always wore it when I left home,Never,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Things will be about the same,I always had access through my provider,I had to take on some debt to pay my bills,I am unable to pay all of my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,1983,Woman,,College or university (Bachelor or equivalent),Not in paid employment (looking for work),White,,,,,,,,,,6543b282-a1e5-02dc-5e0f-2755b9bd9147
