"","ResponseId","zipcode","Gain550","Gain600","Gain750","Gain510","Gain505","Pay550","Pay600","Pay750","Pay510","Pay505","Gain5500","Gain6000","Gain7500","Gain5100","Gain5050","Common_difference","loss_gain_1","loss_loss_1","loss_gain_2","loss_loss_2","loss_gain_3","loss_loss_3","alloc_debt","alloc_spend","alloc_save","alloc_invest","work_situation","agency_pub_trans_avail","agency_pub_trans_realistic","agency_uber_avail","agency_uber_realistic","agency_delivery_avail","agency_delivery_realistic","agency_grocery_avail","agency_grocery_realistic","agency_pharma_avail","agency_pharma_realistic","agency_docs_avail","agency_docs_realistic","agency_online_avail","agency_online_realistic","agency_IP_safe_avail","agency_IP_safe_realistic","agency_remote_avail","agency_remote_realistic","no_crowds","covid","covid_isolate_reality","covid_isolate_imagine","covid_no_isolate","covid_no_isolate_text","mask_march2020","mask_spring2020","mask_summer2020","mask_fall2020","mask_winter2020","indoor_march2020","indoor_spring2020","indoor_summer2020","indoor_fall2020","indoor_winter2020","expectation","internet_access","bills_2020","bills_current","financial_2020","situation_debt","Gender","EducationCompleted","Employment","Ethnic","Ethnic_text","work_zipcode","Age","Risk_preference"
"719","R_UQlTzUMxnYiHabD","10271 Lower Manhattan (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $550 in 12 months","Paying $600 in 12 months","Paying $750 in 12 months",NA,NA,"Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $750 in 24 months (2 years)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","360","300","260","80","My work or school involved both remote and in-person from March through December 2020","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","...were available near me and I attended weekly.","No",NA,"I would have had to go out on multiple occasions even if other people were out","Other people were in my home for some of the time",NA,"I never left home in this period","I never left home in this period","Indoors","I always wore it when I left home","I always wore it when I left home","Never","Never","Never","Weekly","Weekly","Things will be much better","I usually had access but there were some extended outages","I had to take on a lot of debt to pay my bills","I can pay off my bills but am not able to save","My financial situation became much better","I make the minimum payment and the interest is charged","Female","Graduate (Masters or equivalent)","Employed full-time (25+ hours per week)","White",NA,"10020 Chelsea - Clinton (Manhattan)",42,3
"720","R_yPZ8IwWiayYOIut","11220 Sunset Park (Brooklyn)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $510 in 12 months",NA,"Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $750 in 24 months (2 years)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","500","100","200","200","My work or school was entirely remote from March through December 2020","Strongly agree","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree",NA,NA,"Strongly agree","Strongly agree","...were available near me but I did not attend.","No",NA,"I could have isolated for the entire recommended time",NA,NA,"Only in places that forced it","Only in places that forced it","Only in places that forced it","Only in places that forced it","Only in places that forced it","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Once or twice a month","Once or twice a month","Weekly","Things will be about the same","I always had access through my provider","I was unable to pay all of my bills","I have to take on some debt to pay my bills","My financial situation became somewhat worse","I make the minimum payment and the interest is charged","Female","College or university (Bachelor or equivalent)","Employed part-time (less than 25 hours per week)","Asian",NA,"11210 East Flatbush - Flatbush (Brooklyn)",23,4
"721","R_XzTXYsN4uJJhiJH","10002 Union Square - Lower East Side (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $750 in 12 months",NA,NA,"Paying $550 in 12 months","Paying $600 in 12 months","Paying $500 right now",NA,NA,"Receiving $5000 right now","Receiving $5000 right now","Receiving $7500 in 12 months",NA,NA,"Receiving $500 in 12 months (1 year)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","300","200","400","100","My work or school was entirely remote from March through December 2020","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Disagree","Agree","Agree","Agree","Agree","Strongly agree","Disagree",NA,NA,"Strongly agree","Agree","...were available near me but I did not attend.","No",NA,"I could have stayed at home but would have had some contact with those I live with","I lived with other people in a home where it was not possible to isolate",NA,"Only in places that forced it","I never wore a mask when I left home","When most people were masking","Indoors","When most people were masking","Weekly","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Multiple times each week","Multiple times each week","Things will be somewhat better","I had to find public spaces to access internet","I had to take on a lot of debt to pay my bills","I have to take on some debt to pay my bills","There were no major impacts on my financial situation","I make the minimum payment and the interest is charged","Male","Graduate (Masters or equivalent)","Employed full-time (25+ hours per week)","White",NA,"10003 Union Square - Lower East Side (Manhattan)",38,1
"722","R_2WIls99V1JrPkLj","10302 Port Richmond (Staten Island)","Receiving $550 in 12 months",NA,NA,"Receiving $510 in 12 months","Receiving $505 in 12 months","Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $6000 in 12 months",NA,NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","100","100","100","700","My work or school was entirely in-person from March through December 2020","Agree","Agree","Agree","Disagree","Agree","Strongly disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Strongly agree","Agree","Disagree",NA,NA,"...were never something I would have considered doing in 2020.","Yes","I stayed at home but had some contact with those I live with",NA,"I lived with other people in a home where it was not possible to isolate",NA,"I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","When places were crowded","Multiple times each week","The same as before the pandemic","Multiple times each week","Weekly","Multiple times each week","Things will be somewhat better","I always had access through my provider","I paid off my bills and saved a small amount","All my bills get paid off each month and I have enough to save, invest, or spend freely","My financial situation became somewhat better","I pay off any balances every month","Male","Secondary school (high school)","Employed full-time (25+ hours per week)","Hispanic",NA,"10302 Port Richmond (Staten Island)",22,1
"723","R_2wN7JLCQ8JChwR4","10453 Crotona -Tremont (Bronx)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $550 in 12 months","Paying $500 right now",NA,NA,NA,"Receiving $5000 right now","Receiving $5000 right now","Receiving $7500 in 12 months",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","10","500","450","40","My work or school involved both remote and in-person from March through December 2020","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Disagree","Agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","...were never something I would have considered doing in 2020.","No",NA,"I could have stayed at home but would have had some contact with those I live with","I lived with other people in a home where it was not possible to isolate",NA,"I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","Never","Never","Never","Never","Never","Things will be somewhat worse","I usually had access but there were some extended outages","I paid off my bills and saved a small amount","I can pay off my bills and save a small amount","There were no major impacts on my financial situation","I pay off much of the balance","Female","Secondary school (high school)","Full-time student","Black or African-American,Hispanic",NA,"10474 Hunts Point - Mott Haven (Bronx)",22,1
"724","R_2lybqqPo2bQF9Ch","10025 Upper West Side (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $505 in 12 months","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","300","250","300","150","My work or school was entirely remote from March through December 2020","Agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree",NA,NA,"Strongly agree","Agree","...were available near me and I attended once.","No",NA,"I would have had to go out on multiple occasions even if other people were out","Other people were in my home for some of the time",NA,"When most people were masking","When most people were masking","When most people were masking","When most people were masking","When most people were masking","Weekly","Once or twice a month","Weekly","Weekly","Once or twice a month","Things will be much better","I always had access through my provider","I paid off my bills and saved a small amount","I can pay off my bills and save a small amount","My financial situation became somewhat better","I make the minimum payment and the interest is charged","Male","Graduate (Masters or equivalent)","Employed full-time (25+ hours per week)","White",NA,"10025 Upper West Side (Manhattan)",36,1
"725","R_1Cd68lDfEhOQQI9","11101 Long Island City - Astoria (Queens)","Receiving $500 right now","Receiving $500 right now","Receiving $750 in 12 months",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5500 in 12 months",NA,NA,"Receiving $5100 in 12 months","Receiving $5050 in 12 months","Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500","400","250","200","150","My work or school was entirely remote from March through December 2020","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Agree","Agree","Agree","Agree","Agree","Strongly disagree","Strongly agree","Strongly disagree",NA,NA,"Strongly agree","Strongly disagree","...were available near me but I did not attend.","Yes","I was able to remain completely isolated for the recommended time",NA,NA,NA,"I never left home in this period","I never wore a mask when I left home","I never wore a mask when I left home","When most people were masking","I always wore it when I left home","Multiple times each week","Weekly","Once or twice a month","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Things will be much better","I always had access through my provider","I was unable to pay all of my bills","I have to take on some debt to pay my bills","My financial situation became much worse","I make the minimum payment and the interest is charged","Male","Secondary school (high school)","Full-time student","Black or African-American,Hispanic",NA,"10278 Lower Manhattan (Manhattan)",35,0
"726","R_2VKpOOL0OjG26ZS","11206 Williamsburg - Bushwick (Brooklyn)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $7500 in 12 months",NA,NA,"Receiving $500 in 12 months (1 year)","An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","300","150","300","250","My work or school was entirely remote from March through December 2020","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",NA,NA,"Agree","Agree","...were available near me and I attended occasionally (1-2 times per month).","Yes","I was able to remain completely isolated for the recommended time",NA,NA,NA,"When most people were masking,When places were crowded","When most people were masking,When places were crowded","When most people were masking,When places were crowded","When most people were masking","When most people were masking","Weekly","Multiple times each week","Weekly","Weekly","Multiple times each week","Things will be much better","I usually had access but there were some extended outages","I paid off my bills but was not able to save","I can pay off my bills and save a small amount","There were no major impacts on my financial situation","I pay off much of the balance","Male","College or university (Bachelor or equivalent)","Employed full-time (25+ hours per week)","White",NA,"11206 Williamsburg - Bushwick (Brooklyn)",23,1
"727","R_T0Cv5WPQvOZUQ8N","11226 East Flatbush - Flatbush (Brooklyn)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $510 in 12 months",NA,"Receiving $5500 in 12 months",NA,NA,"Receiving $5000 right now",NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","0","0","0","1000","My work or school was entirely remote from March through December 2020","Disagree","Disagree","Agree","Disagree","Agree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Disagree","Strongly disagree","Agree","Agree","Agree",NA,NA,"Agree","Agree","...were never something I would have considered doing in 2020.","Yes","I was able to remain completely isolated for the recommended time",NA,NA,NA,"When most people were masking","When most people were masking","When most people were masking","When most people were masking","When most people were masking","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Things will be much worse","I always had access through my provider","I paid off my bills but was not able to save","I can pay off my bills but am not able to save","My financial situation became much worse","I make the minimum payment and the interest is charged","Male","College or university (Bachelor or equivalent)","Employed full-time (25+ hours per week)","Arab/Middle Eastern",NA,"10002 Union Square - Lower East Side (Manhattan)",26,0
"728","R_2f3XysOFoxCelJg","10002 Union Square - Lower East Side (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $750 in 12 months",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5500 in 12 months",NA,NA,"Receiving $5000 right now",NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","400","100","300","200","My work or school was entirely remote from March through December 2020","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Strongly agree","Disagree","Agree","Agree","Agree",NA,NA,"Strongly disagree","Strongly disagree","...were never something I would have considered doing in 2020.","I was sick but it was not a confirmed case of COVID","I was able to remain completely isolated for the recommended time",NA,NA,NA,"I always wore it when I left home","When most people were masking","I always wore it when I left home","I always wore it when I left home","I never left home in this period","Rarely, when it could not be avoided","Weekly","Once or twice a month","Never","Never","Things will be somewhat better","I always had access through my provider","I paid off my bills and saved a small amount","I can pay off my bills but am not able to save","There were no major impacts on my financial situation","I pay off much of the balance","Male","Vocational school","Full-time student","Black or African-American,Hispanic",NA,"11226 East Flatbush - Flatbush (Brooklyn)",23,0
"729","R_UDZ0Li5RXDJcaY1","11206 Williamsburg - Bushwick (Brooklyn)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","1000","0","0","0","I was not working or studying  from March through December 2020","Agree","Disagree","Do not know","Disagree","Agree","Agree","Strongly disagree","Strongly disagree","Agree","Agree","Agree","Agree","Agree","Agree",NA,NA,NA,NA,"...were never something I would have considered doing in 2020.","Yes","I was able to remain completely isolated for the recommended time",NA,NA,NA,"I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","Never","The same as before the pandemic","Never","Never","Never","Things will be somewhat worse","I usually had access but there were some extended outages","I was unable to pay all of my bills","I am unable to pay all of my bills","My financial situation became much worse","I pay off any balances every month","Female","Secondary school (high school)","Not in paid employment (looking for work)","Black or African-American",NA,NA,43,4
"730","R_21yXTNGMCVe39Dm","10025 Upper West Side (Manhattan)","Receiving $550 in 12 months",NA,NA,"Receiving $510 in 12 months","Receiving $505 in 12 months","Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5500 in 12 months",NA,NA,"Receiving $5100 in 12 months","Receiving $5000 right now","Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","0","500","300","200","My work or school was entirely remote from March through December 2020","Strongly agree","Disagree","Disagree","Disagree","Do not know","Do not know","Do not know","Do not know","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree",NA,NA,"Disagree","Strongly disagree","...were available near me but I did not attend.","No",NA,"I could have isolated for the entire recommended time",NA,NA,"I always wore it when I left home","Indoors,When places were crowded","Indoors","Only in places that forced it,When most people were masking","Indoors,When places were crowded","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Things will be about the same","I always had access through my provider","All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely","There were no major impacts on my financial situation","I never purchase anything on credit or take on debt","Other","College or university (Bachelor or equivalent)","Full-time student","White",NA,"10025 Upper West Side (Manhattan)",23,0
"731","R_vYqOWjIjukoc7fz","10025 Upper West Side (Manhattan)","Receiving $500 right now","Receiving $600 in 12 months",NA,NA,NA,"Paying $550 in 12 months","Paying $600 in 12 months","Paying $500 right now",NA,NA,"Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000","300","200","300","200","My work or school was entirely in-person from March through December 2020","Strongly agree","Strongly agree","Agree","Strongly disagree","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Disagree","Disagree","Strongly agree","Strongly agree","Disagree","Strongly agree",NA,NA,"...were available near me and I attended occasionally (1-2 times per month).","Yes","I was able to remain completely isolated for the recommended time",NA,NA,NA,"When places were crowded","I always wore it when I left home","I always wore it when I left home","Only in places that forced it","When places were crowded","Once or twice a month","Rarely, when it could not be avoided","Once or twice a month","Multiple times each week","Weekly","Things will be about the same","I always had access through my provider","All my bills were paid off each month and I have enough to save, invest, or spend freely","I can pay off my bills but am not able to save","There were no major impacts on my financial situation","I pay off much of the balance","Male","Secondary school (high school)","Employed full-time (25+ hours per week)","White",NA,"10002 Union Square - Lower East Side (Manhattan)",45,0
"732","R_3fvFKR4jSrLeNCU","11226 East Flatbush - Flatbush (Brooklyn)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $510 in 12 months",NA,"Receiving $5000 right now","Receiving $6000 in 12 months",NA,NA,NA,"Receiving $750 in 24 months (2 years)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","800","50","50","100","My work or school was entirely remote from March through December 2020","Strongly disagree","Agree","Disagree","Agree","Strongly disagree","Disagree","Agree","Do not know","Disagree","Strongly agree","Agree","Strongly agree","Strongly disagree","Disagree",NA,NA,"Strongly agree","Disagree","...were available near me and I attended occasionally (1-2 times per month).","I was sick but it was not a confirmed case of COVID","I stayed at home but had some contact with those I live with",NA,"I lived with other people in a home where it was not possible to isolate",NA,"When most people were masking,When places were crowded","Only in places that forced it,When most people were masking","Indoors","When places were crowded","Only in places that forced it","Once or twice a month","Weekly","Multiple times each week","Never","Rarely, when it could not be avoided","Things will be somewhat worse","I usually had access but there were some extended outages","I paid off my bills but was not able to save","I have to take on some debt to pay my bills","My financial situation became much worse","My debts increase beyond what I earn in a given month","Male","College or university (Bachelor or equivalent)","Employed full-time (25+ hours per week)","White",NA,"11226 East Flatbush - Flatbush (Brooklyn)",24,4
"733","R_1joGBEXBKzYrKbb","10453 Crotona -Tremont (Bronx)","Receiving $550 in 12 months",NA,NA,"Receiving $500 right now",NA,"Paying $550 in 12 months","Paying $600 in 12 months","Paying $500 right now",NA,NA,"Receiving $5000 right now","Receiving $5000 right now","Receiving $7500 in 12 months",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500","400","350","200","50","My work or school was entirely remote from March through December 2020","Agree","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Agree",NA,NA,"Strongly agree","Strongly agree","...were something I considered but none were available near me.","Yes","I stayed at home but had some contact with those I live with",NA,"I lived with other people in a home where it was not possible to isolate",NA,"I always wore it when I left home","When places were crowded","I always wore it when I left home","I always wore it when I left home","When places were crowded","Never","Never","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Once or twice a month","Things will be about the same","I usually had access but there were some extended outages","I had to take on some debt to pay my bills","I have to take on some debt to pay my bills","My financial situation became somewhat worse","I make the minimum payment and the interest is charged","Female","College or university (Bachelor or equivalent)","Not in paid employment (looking for work)","Black or African-American,Hispanic",NA,NA,29,0
"734","R_21I0l5jKz1I3fAR","11226 East Flatbush - Flatbush (Brooklyn)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000","0","0","0","1000","I was not working or studying  from March through December 2020","Do not know","Do not know","Do not know","Do not know","Do not know","Do not know","Do not know","Do not know","Do not know","Do not know","Do not know","Do not know","Do not know","Do not know",NA,NA,NA,NA,"...were never something I would have considered doing in 2020.","No",NA,"I would have (had to) continue my normal routine and regularly had contact with others","Other",NA,"I never left home in this period","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","When places were crowded","Never","Never","Never","Never","Never","Things will be much better","I only had internet access on my phone","I was unable to pay all of my bills","All my bills get paid off each month and I have enough to save, invest, or spend freely","My financial situation became much better","I pay off much of the balance","Male","Secondary school (high school)","Not in paid employment (unable to work due to health/personal reasons)","Prefer not to answer",NA,NA,23,0
"735","R_3e4BDPNhiK4ARPB","11220 Sunset Park (Brooklyn)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5500 in 12 months",NA,NA,"Receiving $5100 in 12 months","Receiving $5000 right now","Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","0","0","500","500","I was not working or studying  from March through December 2020","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",NA,NA,NA,NA,"...were available near me and I attended daily or almost daily.","No",NA,"I would have (had to) continue my normal routine and regularly had contact with others","Other",NA,"I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Things will be much better","I always had access through my provider","All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely","My financial situation became much better","I never purchase anything on credit or take on debt","Male","Graduate (Masters or equivalent)","Full-time student","Arab/Middle Eastern",NA,"11220 Sunset Park (Brooklyn)",21,4
"736","R_sdIZhkKi6oRMyM9","10455 Hunts Point - Mott Haven (Bronx)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","300","400","100","200","I was not working or studying  from March through December 2020","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree",NA,NA,NA,NA,"...were never something I would have considered doing in 2020.","No",NA,"I could have mostly stayed at home but would have had to go out a few times (minimal contact with others)","I lived with other people in a home where it was not possible to isolate",NA,"I never left home in this period","I never left home in this period","I never left home in this period","I never left home in this period","I always wore it when I left home","Never","Never","Never","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Things will be somewhat better","I always had access through my provider","I was unable to pay all of my bills","I am unable to pay all of my bills","My financial situation became much worse","My debts increase beyond what I earn in a given month","Female","Secondary school (high school)","Not in paid employment (looking for work)","White",NA,NA,48,0
"737","R_3jugdIghPG5MM3T","11101 Long Island City - Astoria (Queens)","Receiving $500 right now","Receiving $500 right now","Receiving $750 in 12 months",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $6000 in 12 months",NA,NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","0","500","250","250","My work or school was entirely remote from March through December 2020","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",NA,NA,"Agree","Strongly agree","...were available near me and I attended weekly.","Yes","I was able to remain completely isolated for the recommended time",NA,NA,NA,"I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","Multiple times each week","Multiple times each week","Multiple times each week","Multiple times each week","Multiple times each week","Things will be somewhat better","I had to use a hotspot to access the internet","I was unable to pay all of my bills","I can pay off my bills and save a small amount","My financial situation became much worse","My debts increase beyond what I earn in a given month","Female","Vocational school","Employed full-time (25+ hours per week)","Black or African-American",NA,"10472 Pelham - Throgs Neck (Bronx)",48,0
"738","R_1Fs3kvB5CHaAO4d","11101 Long Island City - Astoria (Queens)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $510 in 12 months",NA,"Receiving $5000 right now","Receiving $5000 right now","Receiving $7500 in 12 months",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000","300","200","200","300","My work or school was entirely in-person from March through December 2020","Strongly agree","Strongly agree","Agree","Strongly disagree","Agree","Do not know","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,NA,"...were something I considered but none were available near me.","No",NA,"I could have isolated for the entire recommended time",NA,NA,"When places were crowded","When places were crowded","When places were crowded","When places were crowded","When places were crowded","The same as before the pandemic","The same as before the pandemic","The same as before the pandemic","The same as before the pandemic","The same as before the pandemic","Things will be much worse","I always had access through my provider","I was unable to pay all of my bills","I can pay off my bills but am not able to save","There were no major impacts on my financial situation","I generally pay off the interest but not the balance","Male","Graduate (Masters or equivalent)","Employed full-time (25+ hours per week)","White",NA,"11101 Long Island City - Astoria (Queens)",56,1
