ResponseId,zipcode,alloc_debt,alloc_spend,alloc_save,alloc_invest,Age,Risk_preference,score,presbias,absolmag,gainloss,loss_gain_1,loss_loss_1,loss_gain_2,loss_loss_2,loss_gain_3,loss_loss_3,gain_bias,loss_bias,loss_aversion_scores,total_avail,total_realistic,num_items,rescale_avail,rescale_realistic,agency,agency_pub_trans_avail,agency_pub_trans_realistic,agency_uber_avail,agency_uber_realistic,agency_delivery_avail,agency_delivery_realistic,agency_grocery_avail,agency_grocery_realistic,agency_pharma_avail,agency_pharma_realistic,agency_docs_avail,agency_docs_realistic,agency_online_avail,agency_online_realistic,agency_IP_safe_avail,agency_IP_safe_realistic,agency_remote_avail,agency_remote_realistic,regulated_agency,regulated_tdscores,regulated_loss,zipcode_5,ZCTA,MODZCTA,ZCTA_str,zip_code,Value,Count,modzcta_count,mod_idx,expectation_num,internet_num,financial_2020_num,financial_now_num,financial_change_num,credit_debt_num,age_num,gender_num,education_num,employment_num,race_num,destination,financials,alloc_debt_scaled,alloc_spend_scaled,alloc_save_scaled,alloc_invest_scaled,age_num_scaled,expectation_num_scaled,financial_2020_num_scaled,financial_now_num_scaled,financial_change_num_scaled,credit_debt_num_scaled,education_num_scaled,employment_num_scaled,financials_scaled
R_3fdSyh1QFtEABKk,11234 Canarsie - Flatlands (Brooklyn),110,400,240,250,38,1,11,0,1,0,1,0,1,1,1,0,3,1,4,8.0,3.0,14,9.142857142857142,3.4285714285714284,12.571428571428571,2,1,1,1,2,1,2,2,1,-1,1,1,-1,-2,,,,,69.64285714285714,68.75,66.66666666666667,11234.0,11234,11234,11234,11234.0,11234 Canarsie - Flatlands (Brooklyn),99.0,99.0,49,5.0,6.0,6.0,6.0,5.0,4.0,39.0,-1.0,5.0,6.0,3.0,11234 Canarsie - Flatlands (Brooklyn),17.0,11.0,40.0,24.0,25.0,25.37313432835821,100.0,100.0,100.0,100.0,60.0,66.66666666666667,100.0,100.0
R_3fdWmlTZi8atFUO,10025 Upper West Side (Manhattan),200,500,200,100,45,0,13,0,0,0,1,1,0,0,1,1,2,2,4,3.0,1.0,18,2.6666666666666665,0.8888888888888888,3.5555555555555554,-2,-2,1,-1,-2,-2,2,2,1,2,1,1,2,1,-2.0,-2.0,2.0,2.0,55.55555555555556,81.25,66.66666666666667,10025.0,10025,10025,10025,10025.0,10025 Upper West Side (Manhattan),134.0,134.0,76,4.0,3.0,6.0,4.0,4.0,6.0,46.0,-1.0,5.0,6.0,3.0,10025 Upper West Side (Manhattan),14.0,20.0,50.0,20.0,10.0,35.82089552238806,75.0,100.0,60.0,75.0,100.0,66.66666666666667,100.0,78.57142857142857
R_3feNswQBVCe6Txx,11433 Jamaica (Queens),300,300,200,200,50,0,11,0,0,1,1,1,1,1,1,1,3,3,6,10.0,12.0,16,10.0,12.0,22.0,2,2,2,1,2,1,-1,1,1,2,1,1,2,2,1.0,2.0,,,84.375,68.75,100.0,11433.0,11433,11433,11433,11433.0,11433 Jamaica (Queens),38.0,38.0,148,4.0,6.0,5.0,6.0,4.0,6.0,51.0,-1.0,2.0,6.0,2.0,11368 Flushing - Clearview (Queens),15.0,30.0,30.0,20.0,20.0,43.28358208955224,75.0,80.0,100.0,75.0,100.0,16.666666666666668,100.0,85.71428571428571
R_3fHO9vMi5v2Jy1E,11222 Greenpoint (Brooklyn),300,200,500,0,36,1,14,0,0,1,1,1,0,0,1,1,2,2,4,-1.0,-11.0,16,-1.0,-11.0,-12.0,1,-1,1,-2,1,-2,-2,-2,-1,-1,-1,-1,1,-1,,,-1.0,-1.0,31.25,87.5,66.66666666666667,11222.0,11222,11222,11222,11222.0,11222 Greenpoint (Brooklyn),1.0,1.0,26,3.0,6.0,1.0,4.0,1.0,2.0,37.0,1.0,4.0,6.0,1.0,11222 Greenpoint (Brooklyn),6.0,30.0,20.0,50.0,0.0,22.388059701492537,50.0,0.0,60.0,0.0,20.0,50.0,100.0,21.428571428571427
R_3fJfdFYXC8wC5Uu,10473 Pelham - Throgs Neck (Bronx),0,0,1000,0,70,4,8,0,0,0,1,0,1,1,1,1,3,2,5,10.0,9.0,14,11.428571428571429,10.285714285714286,21.714285714285715,2,2,0,0,1,0,1,1,2,2,2,2,2,2,,,,,83.92857142857143,50.0,83.33333333333333,10473.0,10473,10473,10473,10473.0,10473 Pelham - Throgs Neck (Bronx),66.0,66.0,14,5.0,6.0,6.0,6.0,3.0,6.0,71.0,-1.0,4.0,3.0,3.0,,15.0,0.0,0.0,100.0,0.0,73.13432835820896,100.0,100.0,100.0,50.0,100.0,50.0,50.0,85.71428571428571
R_3flSP8C9z8sT5uQ,10310 Port Richmond (Staten Island),200,300,300,200,41,0,10,0,1,1,0,1,0,1,0,1,0,3,3,12.0,16.0,18,10.666666666666666,14.222222222222221,24.888888888888886,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2.0,1.0,2.0,1.0,88.88888888888889,62.5,50.0,10310.0,10310,10310,10310,10310.0,10310 Port Richmond (Staten Island),2.0,2.0,167,4.0,2.0,3.0,5.0,5.0,6.0,42.0,1.0,5.0,6.0,3.0,10075 Upper East Side (Manhattan),13.0,20.0,30.0,30.0,20.0,29.850746268656717,75.0,40.0,80.0,100.0,100.0,66.66666666666667,100.0,71.42857142857143
R_3fOFPM1MZRTEE1C,10005 Lower Manhattan (Manhattan),10,10,80,900,32,1,6,0,0,0,1,1,0,1,0,1,1,3,4,6.0,8.0,16,6.0,8.0,14.0,-2,2,-1,2,2,1,-1,-1,2,1,2,1,2,1,,,2.0,1.0,71.875,37.5,66.66666666666667,10005.0,10005,10005,10005,10005.0,10005 Lower Manhattan (Manhattan),18.0,19.0,100,3.0,6.0,3.0,2.0,5.0,3.0,33.0,1.0,7.0,5.0,5.0,10004 Lower Manhattan (Manhattan),10.0,1.0,1.0,8.0,90.0,16.417910447761194,50.0,40.0,20.0,100.0,40.0,100.0,83.33333333333333,50.0
R_3FOtENDZf64CSwM,11367 Fresh Meadows (Queens),100,500,200,200,22,1,14,0,0,1,0,1,1,1,0,1,1,3,4,-5.0,-8.0,18,-4.444444444444445,-7.111111111111111,-11.555555555555555,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,1.0,-1.0,1.0,-1.0,31.944444444444443,87.5,66.66666666666667,11367.0,11367,11367,11367,11367.0,11367 Fresh Meadows (Queens),1.0,1.0,136,4.0,4.0,4.0,5.0,4.0,2.0,23.0,1.0,7.0,0.0,5.0,10004 Lower Manhattan (Manhattan),13.0,10.0,50.0,20.0,20.0,1.492537313432836,75.0,60.0,80.0,75.0,20.0,100.0,0.0,71.42857142857143
R_3fOuWgfuVt9Q4pu,11101 Long Island City - Astoria (Queens),0,300,0,700,21,0,15,0,0,1,1,0,0,1,1,1,2,2,4,8.0,6.0,14,9.142857142857142,6.857142857142857,16.0,1,1,0,0,1,1,1,1,2,1,1,1,2,1,,,,,75.0,93.75,66.66666666666667,11101.0,11101,11101,11101,11101.0,11101 Long Island City - Astoria (Queens),33.0,33.0,106,5.0,6.0,5.0,1.0,1.0,6.0,22.0,1.0,2.0,4.0,4.0,11360 Flushing - Clearview (Queens),7.0,0.0,30.0,0.0,70.0,0.0,100.0,80.0,0.0,0.0,100.0,16.666666666666668,66.66666666666667,28.571428571428573
R_3fpDy2ca6qpvnQ8,10001 Chelsea - Clinton (Manhattan),999,0,1,0,44,4,7,0,0,0,1,1,1,1,1,1,3,3,6,-1.0,8.0,16,-1.0,8.0,7.0,-1,2,1,2,-1,2,2,-1,-1,1,1,2,-1,2,,,-1.0,-2.0,60.9375,43.75,100.0,10001.0,10001,10001,10001,10001.0,10001 Chelsea - Clinton (Manhattan),22.0,22.0,84,4.0,6.0,4.0,5.0,3.0,2.0,45.0,0.0,4.0,0.0,0.0,10002 Union Square - Lower East Side (Manhattan),12.0,99.9,0.0,0.1,0.0,34.32835820895522,75.0,60.0,80.0,50.0,20.0,50.0,0.0,64.28571428571429
R_3fQ3ue27D86kBJw,11226 East Flatbush - Flatbush (Brooklyn),100,500,400,0,55,2,7,0,0,0,1,1,0,0,1,1,2,2,4,10.0,4.0,14,11.428571428571429,4.571428571428571,16.0,2,2,1,-2,1,-1,1,1,1,1,2,2,2,1,,,,,75.0,43.75,66.66666666666667,11226.0,11226,11226,11226,11226.0,11226 East Flatbush - Flatbush (Brooklyn),92.0,92.0,48,3.0,6.0,4.0,5.0,2.0,5.0,56.0,1.0,4.0,2.0,5.0,,11.0,10.0,50.0,40.0,0.0,50.74626865671642,50.0,60.0,80.0,25.0,80.0,50.0,33.333333333333336,57.142857142857146
R_3fT3gvwV22togyt,10009 Union Square - Lower East Side (Manhattan),200,300,300,200,44,0,7,0,0,0,1,0,0,1,1,0,2,1,3,7.0,2.0,16,7.0,2.0,9.0,1,2,1,-1,2,2,1,1,0,1,2,-2,1,1,-1.0,-2.0,,,64.0625,43.75,50.0,10009.0,10009,10009,10009,10009.0,10009 Union Square - Lower East Side (Manhattan),13.0,13.0,98,4.0,4.0,5.0,2.0,1.0,2.0,45.0,-1.0,4.0,0.0,2.0,10472 Pelham - Throgs Neck (Bronx),8.0,20.0,30.0,30.0,20.0,34.32835820895522,75.0,80.0,20.0,0.0,20.0,50.0,0.0,35.714285714285715
R_3fvFKR4jSrLeNCU,11226 East Flatbush - Flatbush (Brooklyn),800,50,50,100,24,4,10,1,1,0,0,1,1,1,1,0,2,2,4,-4.0,3.0,16,-4.0,3.0,-1.0,-2,1,-1,1,-2,-1,1,0,-1,2,1,2,-2,-1,,,2.0,-1.0,48.4375,62.5,66.66666666666667,11226.0,11226,11226,11226,11226.0,11226 East Flatbush - Flatbush (Brooklyn),92.0,92.0,48,2.0,4.0,4.0,2.0,1.0,1.0,25.0,-1.0,4.0,6.0,3.0,11226 East Flatbush - Flatbush (Brooklyn),7.0,80.0,5.0,5.0,10.0,4.477611940298507,25.0,60.0,20.0,0.0,0.0,50.0,100.0,28.571428571428573
R_3fxhQdmBnlUFBRv,10069 Upper West Side (Manhattan),600,100,150,150,23,1,8,0,0,1,1,0,1,1,1,1,3,2,5,2.0,-3.0,16,2.0,-3.0,-1.0,1,1,-1,-2,1,1,-2,-1,-1,1,1,-2,1,-2,,,2.0,1.0,48.4375,50.0,83.33333333333333,10069.0,10069,10069,10069,10069.0,10069 Upper West Side (Manhattan),1.0,1.0,77,1.0,6.0,5.0,5.0,4.0,2.0,24.0,1.0,2.0,6.0,3.0,10006 Lower Manhattan (Manhattan),14.0,60.0,10.0,15.0,15.0,2.985074626865672,0.0,80.0,80.0,75.0,20.0,16.666666666666668,100.0,78.57142857142857
R_3fZBI8NfNoiBeZa,10002 Union Square - Lower East Side (Manhattan),200,400,100,300,61,3,12,0,1,0,1,0,0,0,1,0,2,0,2,12.0,5.0,14,13.714285714285714,5.714285714285714,19.428571428571427,2,-1,2,1,1,-1,2,2,2,2,1,1,2,1,,,,,80.35714285714286,75.0,33.333333333333336,10002.0,10002,10002,10002,10002.0,10002 Union Square - Lower East Side (Manhattan),121.0,121.0,96,3.0,4.0,4.0,5.0,2.0,6.0,62.0,1.0,4.0,1.0,4.0,,11.0,20.0,40.0,10.0,30.0,59.701492537313435,50.0,60.0,80.0,25.0,100.0,50.0,16.666666666666668,57.142857142857146
R_3g5ADrOv6wTvOOl,11206 Williamsburg - Bushwick (Brooklyn),250,500,250,0,51,0,10,0,1,0,1,1,1,0,1,1,3,2,5,5.0,0.0,16,5.0,0.0,5.0,1,1,-1,-2,1,-2,-1,-1,1,1,1,1,1,1,,,2.0,1.0,57.8125,62.5,83.33333333333333,11206.0,11206,11206,11206,11206.0,11206 Williamsburg - Bushwick (Brooklyn),75.0,75.0,59,1.0,4.0,1.0,1.0,1.0,1.0,52.0,1.0,4.0,6.0,4.0,10454 Hunts Point - Mott Haven (Bronx),3.0,25.0,50.0,25.0,0.0,44.776119402985074,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0
R_3G70nu2RmH8g4MW,10007 Lower Manhattan (Manhattan),250,250,250,250,43,2,12,0,1,1,1,1,1,1,0,0,2,2,4,10.0,12.0,16,10.0,12.0,22.0,-1,2,1,2,2,1,2,1,1,2,2,1,1,2,,,2.0,1.0,84.375,75.0,66.66666666666667,10007.0,10007,10007,10007,10007.0,10007 Lower Manhattan (Manhattan),12.0,13.0,102,2.0,4.0,2.0,2.0,2.0,3.0,44.0,-1.0,5.0,6.0,3.0,10003 Union Square - Lower East Side (Manhattan),6.0,25.0,25.0,25.0,25.0,32.83582089552239,25.0,20.0,20.0,25.0,40.0,66.66666666666667,100.0,21.428571428571427
R_3g7xF4CDZwl8Q7D,10473 Pelham - Throgs Neck (Bronx),700,100,200,0,40,0,11,0,0,1,1,0,1,0,1,1,3,1,4,0.0,4.0,16,0.0,4.0,4.0,1,1,1,1,-1,1,-1,-2,-1,0,1,1,-1,1,,,1.0,1.0,56.25,68.75,66.66666666666667,10473.0,10473,10473,10473,10473.0,10473 Pelham - Throgs Neck (Bronx),66.0,66.0,14,3.0,2.0,6.0,6.0,3.0,2.0,41.0,1.0,3.0,6.0,4.0,10473 Pelham - Throgs Neck (Bronx),15.0,70.0,10.0,20.0,0.0,28.35820895522388,50.0,100.0,100.0,50.0,20.0,33.333333333333336,100.0,85.71428571428571
R_3g88kKZWo5BUdUN,10302 Port Richmond (Staten Island),570,200,30,200,25,2,13,0,0,0,0,0,0,0,0,0,0,0,0,7.0,5.0,14,8.0,5.714285714285714,13.714285714285715,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,,,,,71.42857142857143,81.25,0.0,10302.0,10302,10302,10302,10302.0,10302 Port Richmond (Staten Island),19.0,19.0,165,4.0,6.0,6.0,4.0,3.0,5.0,26.0,1.0,1.0,1.0,5.0,,13.0,57.0,20.0,3.0,20.0,5.970149253731344,75.0,100.0,60.0,50.0,80.0,0.0,16.666666666666668,71.42857142857143
R_3G8nVSlW44bS1uB,11420 Southwest Queens (Queens),350,50,450,150,51,4,7,0,0,0,1,0,1,0,1,1,3,1,4,16.0,16.0,16,16.0,16.0,32.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2.0,2.0,100.0,43.75,66.66666666666667,11420.0,11420,11420,11420,11420.0,11420 Southwest Queens (Queens),20.0,20.0,143,4.0,6.0,5.0,5.0,3.0,6.0,52.0,1.0,2.0,4.0,1.0,11420 Southwest Queens (Queens),13.0,35.0,5.0,45.0,15.0,44.776119402985074,75.0,80.0,80.0,50.0,100.0,16.666666666666668,66.66666666666667,71.42857142857143
R_3G9XGxxfxmgYbxe,10029 East Harlem (Manhattan),300,200,300,200,40,2,11,0,0,1,0,1,0,1,0,1,0,3,3,14.0,14.0,14,16.0,16.0,32.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,100.0,68.75,50.0,10029.0,10029,10029,10029,10029.0,10029 East Harlem (Manhattan),108.0,108.0,72,5.0,5.0,4.0,2.0,5.0,4.0,41.0,-1.0,5.0,6.0,3.0,10029 East Harlem (Manhattan),11.0,30.0,20.0,30.0,20.0,28.35820895522388,100.0,60.0,20.0,100.0,60.0,66.66666666666667,100.0,57.142857142857146
R_3GcTnq6RIUPSMcZ,11206 Williamsburg - Bushwick (Brooklyn),900,50,50,0,27,1,12,0,0,0,1,1,0,1,0,1,1,3,4,3.0,0.0,16,3.0,0.0,3.0,2,-2,-2,-2,-2,-2,-2,2,2,2,1,-1,2,1,,,2.0,2.0,54.6875,75.0,66.66666666666667,11206.0,11206,11206,11206,11206.0,11206 Williamsburg - Bushwick (Brooklyn),75.0,75.0,59,5.0,6.0,4.0,1.0,4.0,1.0,28.0,1.0,5.0,6.0,2.0,10005 Lower Manhattan (Manhattan),9.0,90.0,5.0,5.0,0.0,8.955223880597014,100.0,60.0,0.0,75.0,0.0,66.66666666666667,100.0,42.857142857142854
R_3GctS3xTbUy3ZaI,11226 East Flatbush - Flatbush (Brooklyn),250,250,250,250,78,0,11,0,0,1,0,1,0,1,0,0,0,2,2,4.0,6.0,14,4.571428571428571,6.857142857142857,11.428571428571427,1,1,-1,-1,-1,-1,1,1,1,2,1,2,2,2,,,,,67.85714285714286,68.75,33.333333333333336,11226.0,11226,11226,11226,11226.0,11226 East Flatbush - Flatbush (Brooklyn),92.0,92.0,48,2.0,6.0,4.0,4.0,3.0,4.0,79.0,-1.0,2.0,2.0,0.0,,11.0,25.0,25.0,25.0,25.0,85.07462686567165,25.0,60.0,60.0,50.0,60.0,16.666666666666668,33.333333333333336,57.142857142857146
R_3Gd0ryI8dLFPgLJ,11351 Flushing - Clearview (Queens),500,100,200,200,21,0,7,1,0,1,0,1,0,0,1,1,1,2,3,6.0,1.0,16,6.0,1.0,7.0,1,-1,0,0,0,-1,1,1,1,1,1,1,1,1,,,1.0,-1.0,60.9375,43.75,50.0,11351.0,11351,11357,11351,11351.0,11351 Flushing - Clearview (Queens),1.0,1.0,119,3.0,6.0,4.0,5.0,2.0,3.0,22.0,1.0,4.0,4.0,1.0,11368 Flushing - Clearview (Queens),11.0,50.0,10.0,20.0,20.0,0.0,50.0,60.0,80.0,25.0,40.0,50.0,66.66666666666667,57.142857142857146
R_3Gdm6O9Acdfe3Sm,10473 Pelham - Throgs Neck (Bronx),400,0,400,200,33,0,16,0,0,0,1,1,0,0,1,1,2,2,4,3.0,0.0,16,3.0,0.0,3.0,1,-1,-2,-2,1,1,-1,-1,1,1,1,1,1,2,,,1.0,-1.0,54.6875,100.0,66.66666666666667,10473.0,10473,10473,10473,10473.0,10473 Pelham - Throgs Neck (Bronx),66.0,66.0,14,1.0,4.0,2.0,4.0,1.0,1.0,34.0,-1.0,3.0,6.0,4.0,10473 Pelham - Throgs Neck (Bronx),7.0,40.0,0.0,40.0,20.0,17.91044776119403,0.0,20.0,60.0,0.0,0.0,33.333333333333336,100.0,28.571428571428573
R_3GDpXFGm0rEh8dv,10473 Pelham - Throgs Neck (Bronx),300,300,200,200,39,0,16,0,0,0,1,1,1,1,1,1,3,3,6,6.0,4.0,16,6.0,4.0,10.0,2,2,0,0,2,2,-1,-1,0,1,0,0,2,1,,,1.0,-1.0,65.625,100.0,100.0,10473.0,10473,10473,10473,10473.0,10473 Pelham - Throgs Neck (Bronx),66.0,66.0,14,5.0,6.0,5.0,1.0,4.0,1.0,40.0,1.0,5.0,6.0,2.0,10473 Pelham - Throgs Neck (Bronx),10.0,30.0,30.0,20.0,20.0,26.865671641791046,100.0,80.0,0.0,75.0,0.0,66.66666666666667,100.0,50.0
R_3GexKjGOE2NnUq4,11375 Ridgewood - Forest Hills (Queens),0,0,0,1000,63,4,11,0,1,0,1,1,1,1,1,1,3,3,6,12.0,11.0,18,10.666666666666666,9.777777777777779,20.444444444444443,2,2,2,1,2,1,2,2,2,2,-1,1,2,1,-1.0,-1.0,2.0,2.0,81.94444444444444,68.75,100.0,11375.0,11375,11375,11375,11375.0,11375 Ridgewood - Forest Hills (Queens),40.0,40.0,131,4.0,6.0,4.0,4.0,3.0,6.0,64.0,-1.0,3.0,6.0,3.0,"I travel for my work (e.g., delivery, at-large repair, public transportation, etc.)",11.0,0.0,0.0,0.0,100.0,62.6865671641791,75.0,60.0,60.0,50.0,100.0,33.333333333333336,100.0,57.142857142857146
R_3gRep2skdbSK6Yy,10001 Chelsea - Clinton (Manhattan),350,300,200,150,21,0,13,0,0,0,1,1,0,0,1,1,2,2,4,8.0,3.0,18,7.111111111111111,2.6666666666666665,9.777777777777777,1,1,1,-2,1,-2,1,2,1,1,0,0,1,1,1.0,1.0,1.0,1.0,65.27777777777779,81.25,66.66666666666667,10001.0,10001,10001,10001,10001.0,10001 Chelsea - Clinton (Manhattan),22.0,22.0,84,4.0,6.0,2.0,2.0,2.0,3.0,22.0,1.0,4.0,5.0,2.0,10023 Upper West Side (Manhattan),6.0,35.0,30.0,20.0,15.0,0.0,75.0,20.0,20.0,25.0,40.0,50.0,83.33333333333333,21.428571428571427
R_3gSoYz96ysXN7tU,11226 East Flatbush - Flatbush (Brooklyn),800,100,100,0,39,0,11,0,1,0,1,1,1,0,1,0,3,1,4,12.0,11.0,16,12.0,11.0,23.0,2,2,1,1,2,1,1,1,2,2,1,1,1,1,,,2.0,2.0,85.9375,68.75,66.66666666666667,11226.0,11226,11226,11226,11226.0,11226 East Flatbush - Flatbush (Brooklyn),92.0,92.0,48,3.0,6.0,5.0,4.0,3.0,2.0,40.0,1.0,5.0,6.0,3.0,10001 Chelsea - Clinton (Manhattan),12.0,80.0,10.0,10.0,0.0,26.865671641791046,50.0,80.0,60.0,50.0,20.0,66.66666666666667,100.0,64.28571428571429
R_3gTT3MPWEWonaVB,10002 Union Square - Lower East Side (Manhattan),200,200,100,500,36,0,10,1,0,1,1,0,1,0,1,0,3,0,3,13.0,12.0,16,13.0,12.0,25.0,2,1,2,1,2,2,1,2,2,1,1,2,1,2,,,2.0,1.0,89.0625,62.5,50.0,10002.0,10002,10002,10002,10002.0,10002 Union Square - Lower East Side (Manhattan),121.0,121.0,96,1.0,4.0,1.0,1.0,1.0,1.0,37.0,1.0,5.0,6.0,3.0,10002 Union Square - Lower East Side (Manhattan),3.0,20.0,20.0,10.0,50.0,22.388059701492537,0.0,0.0,0.0,0.0,0.0,66.66666666666667,100.0,0.0
R_3gUb1sRrbqPY6AE,10152 Gramercy Park - Murray Hill (Manhattan),100,300,300,300,34,0,11,0,0,1,0,1,1,1,1,1,2,3,5,16.0,16.0,16,16.0,16.0,32.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,,,100.0,68.75,83.33333333333333,10152.0,10152,10022,10152,10152.0,10152 Gramercy Park - Murray Hill (Manhattan),1.0,1.0,92,2.0,6.0,6.0,6.0,3.0,6.0,35.0,-1.0,4.0,6.0,2.0,10016 Gramercy Park - Murray Hill (Manhattan),15.0,10.0,30.0,30.0,30.0,19.402985074626866,25.0,100.0,100.0,50.0,100.0,50.0,100.0,85.71428571428571
R_3gUBaHRYibbVr8l,11237 Williamsburg - Bushwick (Brooklyn),1000,0,0,0,32,1,9,0,0,0,1,1,1,1,1,1,3,3,6,-4.0,6.0,16,-4.0,6.0,2.0,2,1,-2,2,0,2,0,2,-1,1,-2,-1,-2,-2,,,1.0,1.0,53.125,56.25,100.0,11237.0,11237,11237,11237,11237.0,11237 Williamsburg - Bushwick (Brooklyn),1.0,1.0,61,2.0,1.0,2.0,3.0,2.0,3.0,33.0,1.0,4.0,0.0,5.0,11693 Rockaways (Queens),7.0,100.0,0.0,0.0,0.0,16.417910447761194,25.0,20.0,40.0,25.0,40.0,50.0,0.0,28.571428571428573
R_3h53BIIujDFd1u0,10011 Chelsea - Clinton (Manhattan),200,200,300,300,49,3,11,0,0,1,0,1,0,1,0,1,0,3,3,16.0,16.0,16,16.0,16.0,32.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2.0,2.0,100.0,68.75,50.0,10011.0,10011,10011,10011,10011.0,10011 Chelsea - Clinton (Manhattan),6.0,6.0,85,5.0,4.0,4.0,2.0,1.0,1.0,50.0,-1.0,5.0,0.0,3.0,10003 Union Square - Lower East Side (Manhattan),7.0,20.0,20.0,30.0,30.0,41.791044776119406,100.0,60.0,20.0,0.0,0.0,66.66666666666667,0.0,28.571428571428573
R_3h5BCTh3itaJREA,10005 Lower Manhattan (Manhattan),500,100,200,200,22,2,5,0,0,0,1,1,0,1,1,0,2,2,4,-2.0,-3.0,14,-2.2857142857142856,-3.4285714285714284,-5.7142857142857135,0,-1,-1,1,0,0,0,0,-1,-2,0,-1,0,0,,,,,41.07142857142857,31.25,66.66666666666667,10005.0,10005,10005,10005,10005.0,10005 Lower Manhattan (Manhattan),18.0,19.0,100,2.0,6.0,2.0,2.0,2.0,1.0,23.0,1.0,4.0,1.0,4.0,,6.0,50.0,10.0,20.0,20.0,1.492537313432836,25.0,20.0,20.0,25.0,0.0,50.0,16.666666666666668,21.428571428571427
R_3h6JUkpmWbLCZmE,11234 Canarsie - Flatlands (Brooklyn),1000,0,0,0,52,0,13,0,0,0,1,1,0,1,1,1,2,3,5,-2.0,-2.0,16,-2.0,-2.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-2.0,-2.0,43.75,81.25,83.33333333333333,11234.0,11234,11234,11234,11234.0,11234 Canarsie - Flatlands (Brooklyn),99.0,99.0,49,1.0,6.0,1.0,3.0,2.0,1.0,53.0,1.0,5.0,6.0,3.0,11234 Canarsie - Flatlands (Brooklyn),6.0,100.0,0.0,0.0,0.0,46.26865671641791,0.0,0.0,40.0,25.0,0.0,66.66666666666667,100.0,21.428571428571427
R_3hb6d76Pr6hgNtj,10025 Upper West Side (Manhattan),0,1000,0,0,46,0,6,0,0,0,1,0,0,0,1,0,2,0,2,8.0,8.0,14,9.142857142857142,9.142857142857142,18.285714285714285,1,2,1,-1,1,2,1,2,2,-1,1,2,1,2,,,,,78.57142857142857,37.5,33.333333333333336,10025.0,10025,10025,10025,10025.0,10025 Upper West Side (Manhattan),134.0,134.0,76,4.0,6.0,6.0,6.0,5.0,6.0,47.0,-1.0,5.0,6.0,3.0,10028 Upper East Side (Manhattan),17.0,0.0,100.0,0.0,0.0,37.3134328358209,75.0,100.0,100.0,100.0,100.0,66.66666666666667,100.0,100.0
R_3hcmysYtHYMIGmC,10006 Lower Manhattan (Manhattan),100,600,300,0,43,0,11,0,0,1,0,1,0,0,0,1,0,2,2,16.0,16.0,16,16.0,16.0,32.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2.0,2.0,100.0,68.75,33.333333333333336,10006.0,10006,10006,10006,10006.0,10006 Lower Manhattan (Manhattan),8.0,8.0,101,5.0,6.0,3.0,4.0,3.0,3.0,44.0,-1.0,2.0,6.0,1.0,Outside New York City (nowhere in the five boroughs),10.0,10.0,60.0,30.0,0.0,32.83582089552239,100.0,40.0,60.0,50.0,40.0,16.666666666666668,100.0,50.0
R_3hEdt9tlkQLktUK,10029 East Harlem (Manhattan),500,200,200,100,21,0,11,0,0,1,0,0,0,0,1,0,1,0,1,16.0,16.0,16,16.0,16.0,32.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2.0,2.0,100.0,68.75,16.666666666666668,10029.0,10029,10029,10029,10029.0,10029 East Harlem (Manhattan),108.0,108.0,72,3.0,6.0,4.0,4.0,1.0,2.0,22.0,1.0,2.0,4.0,5.0,10029 East Harlem (Manhattan),9.0,50.0,20.0,20.0,10.0,0.0,50.0,60.0,60.0,0.0,20.0,16.666666666666668,66.66666666666667,42.857142857142854
R_3hF0Y2xIeWgYxbB,11226 East Flatbush - Flatbush (Brooklyn),500,200,200,100,74,0,8,0,0,0,1,0,1,1,1,0,3,1,4,5.0,3.0,14,5.714285714285714,3.4285714285714284,9.142857142857142,1,1,1,1,1,-1,1,1,1,1,-1,-1,1,1,,,,,64.28571428571428,50.0,66.66666666666667,11226.0,11226,11226,11226,11226.0,11226 East Flatbush - Flatbush (Brooklyn),92.0,92.0,48,3.0,6.0,5.0,5.0,3.0,3.0,75.0,-1.0,4.0,3.0,2.0,,13.0,50.0,20.0,20.0,10.0,79.1044776119403,50.0,80.0,80.0,50.0,40.0,50.0,50.0,71.42857142857143
