ResponseId,zipcode_long,expectation in 1 year,home internet,financial situation 2020,financial situation now,financial situation change,credit debt situation,age,gender,gender_des,education,employment,race,race_des,destination,zipcode,expectation_num,internet_num,financial_2020_num,financial_now_num,financial_change_num,credit_debt_num,age_num,gender_num,education_num,employment_num,race_num
R_vjXDwLSpi5NIXPH,11206 Williamsburg - Bushwick (Brooklyn),Things will be somewhat better,I usually had access but there were some extended outages,I paid off my bills and saved a small amount,"All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much better,I pay off any balances every month,2000.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Hispanic,,11209 Bensonhurst - Bay Ridge (Brooklyn),11206,4,4.0,5.0,6,5,6,24.0,1,4,6,4.0
R_3PRVij1zfXalbwo,11420 Southwest Queens (Queens),Things will be somewhat better,I did not have access at home and had to use it elsehwere,I had to take on some debt to pay my bills,I have to take on a lot of debt to pay my bills,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,1983.0,Woman,,Vocational school,Employed full-time (25+ hours per week),Black or African-American,,11420 Southwest Queens (Queens),11420,4,1.0,3.0,3,2,2,41.0,1,3,6,2.0
R_1GFbtzD7kmzijIJ,10004 Lower Manhattan (Manhattan),Things will be about the same,I usually had access but there were some extended outages,I had to take on some debt to pay my bills,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,1998.0,Man,,Secondary school (high school),Employed part-time (less than 25 hours per week),White,,10003 Union Square - Lower East Side (Manhattan),10004,3,4.0,3.0,4,2,2,26.0,-1,2,5,3.0
R_2fBECYOenTvmwgq,10304 Stapleton - St. George (Staten Island),Things will be somewhat worse,I usually had access but there were some extended outages,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I generally pay off the interest but not the balance,1990.0,Woman,,Vocational school,Employed full-time (25+ hours per week),Black or African-American,,10305 Stapleton - St. George (Staten Island),10304,2,4.0,4.0,4,2,3,34.0,1,3,6,2.0
R_8dChZprUvdhIohP,10025 Upper West Side (Manhattan),Things will be much better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much better,I pay off any balances every month,1983.0,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10025 Upper West Side (Manhattan),10025,5,6.0,6.0,6,5,6,41.0,-1,5,6,3.0
R_x4rZn6chyRxUJpf,10453 Crotona -Tremont (Bronx),Things will be somewhat better,I always had access through my provider,I paid off my bills but was not able to save,I am unable to pay all of my bills,My financial situation became much worse,I never purchase anything on credit or take on debt,1982.0,Woman,,Secondary school (high school),Employed full-time (25+ hours per week),Black or African-American,,11225 East Flatbush - Flatbush (Brooklyn),10453,4,6.0,4.0,1,1,5,42.0,1,2,6,2.0
R_1imtmM8BkwLkBMa,10001 Chelsea - Clinton (Manhattan),Things will be somewhat worse,I always had access through my provider,I was unable to pay all of my bills,I have to take on some debt to pay my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,1988.0,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),Native American,,10001 Chelsea - Clinton (Manhattan),10001,2,6.0,1.0,2,1,1,36.0,1,5,6,
R_3hsHmpxRNrfKW9o,10001 Chelsea - Clinton (Manhattan),Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became somewhat better,I pay off any balances every month,1986.0,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),Black or African-American,,10115 Central Harlem - Morningside Heights (Manhattan),10001,3,6.0,6.0,6,4,6,38.0,-1,5,6,2.0
R_5awo0GDFt0tRP3j,10304 Stapleton - St. George (Staten Island),Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",There were no major impacts on my financial situation,I pay off any balances every month,1973.0,Woman,,Vocational school,Employed full-time (25+ hours per week),White,,10036 Chelsea - Clinton (Manhattan),10304,3,6.0,6.0,6,3,6,51.0,1,3,6,3.0
R_2duzA847WauCOUc,11220 Sunset Park (Brooklyn),Things will be somewhat worse,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I pay off much of the balance,1996.0,Man,,MBA,Employed full-time (25+ hours per week),Asian,,11220 Sunset Park (Brooklyn),11220,2,6.0,4.0,5,3,4,28.0,-1,6,6,1.0
R_3HIy5Tavwhcgrvt,10029 East Harlem (Manhattan),Things will be about the same,I always had access through my provider,I had to take on a lot of debt to pay my bills,I have to take on a lot of debt to pay my bills,My financial situation became somewhat worse,My debts increase beyond what I earn in a given month,1973.0,Woman,,Vocational school,Full-time student,Black or African-American,,10154 Gramercy Park - Murray Hill (Manhattan),10029,3,6.0,2.0,3,2,1,51.0,1,3,4,2.0
R_1Qi830lX6N0VRWC,11433 Jamaica (Queens),Things will be about the same,I usually had access but there were some extended outages,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,1966.0,Woman,,Secondary school (high school),Not in paid employment (unable to work due to health/personal reasons),Black or African-American,,,11433,3,4.0,4.0,4,2,2,58.0,1,2,2,2.0
R_3GexKjGOE2NnUq4,11375 Ridgewood - Forest Hills (Queens),Things will be somewhat better,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,There were no major impacts on my financial situation,I pay off any balances every month,1960.0,Man,,Vocational school,Employed full-time (25+ hours per week),White,,"I travel for my work (e.g., delivery, at-large repair, public transportation, etc.)",11375,4,6.0,4.0,4,3,6,64.0,-1,3,6,3.0
R_1H2kElkgbtiiFLL,11234 Canarsie - Flatlands (Brooklyn),Things will be much worse,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I never purchase anything on credit or take on debt,1993.0,Man,,Vocational school,Click to write Choice 7,"Hispanic,Native American",,11234 Canarsie - Flatlands (Brooklyn),11234,1,6.0,4.0,4,2,5,31.0,-1,3,0,5.0
R_3IQPzF77NlOv6C6,11234 Canarsie - Flatlands (Brooklyn),Things will be about the same,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I never purchase anything on credit or take on debt,2000.0,Man,,Graduate (Masters or equivalent),Full-time student,White,,11234 Canarsie - Flatlands (Brooklyn),11234,3,6.0,4.0,5,3,5,24.0,-1,5,4,3.0
R_w0HdWUASr8sJqZX,10025 Upper West Side (Manhattan),Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much better,I pay off any balances every month,1989.0,Man,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,10025 Upper West Side (Manhattan),10025,3,6.0,6.0,6,5,6,35.0,-1,5,6,3.0
R_1IKrzDIYzH9p2Zg,11234 Canarsie - Flatlands (Brooklyn),Things will be much worse,I always had access through my provider,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much worse,I pay off any balances every month,2002.0,Man,,Primary school,Full-time student,Prefer not to answer,,11234 Canarsie - Flatlands (Brooklyn),11234,1,6.0,1.0,1,1,6,22.0,-1,1,4,0.0
R_2uE55u5HtwPjL6P,10453 Crotona -Tremont (Bronx),Things will be much better,I always had access through my provider,I was unable to pay all of my bills,I have to take on some debt to pay my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,1982.0,Woman,,Vocational school,Employed full-time (25+ hours per week),Black or African-American,,10453 Crotona -Tremont (Bronx),10453,5,6.0,1.0,2,1,1,42.0,1,3,6,2.0
R_OKfGbnLZUczGMAF,11226 East Flatbush - Flatbush (Brooklyn),Things will be somewhat better,I usually had access but there were some extended outages,I had to take on a lot of debt to pay my bills,I can pay off my bills and save a small amount,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,1984.0,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),White,,11226 East Flatbush - Flatbush (Brooklyn),11226,4,4.0,2.0,5,2,2,40.0,1,5,6,3.0
R_3rYcbOB4NspNb6O,11226 East Flatbush - Flatbush (Brooklyn),Things will be somewhat better,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,There were no major impacts on my financial situation,I pay off any balances every month,1983.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),"Black or African-American,Hispanic",,11210 East Flatbush - Flatbush (Brooklyn),11226,4,6.0,4.0,4,3,6,41.0,1,4,6,5.0
R_1KrOYKt4pDPByAI,10453 Crotona -Tremont (Bronx),Things will be much better,I always had access through my provider,I paid off my bills and saved a small amount,I have to take on some debt to pay my bills,There were no major impacts on my financial situation,I pay off much of the balance,1982.0,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),Hispanic,,10453 Crotona -Tremont (Bronx),10453,5,6.0,5.0,2,3,4,42.0,1,5,6,4.0
R_2TFxFwjEVCngkfU,10010 Gramercy Park - Murray Hill (Manhattan),Things will be much better,I had to find public spaces to access internet,I paid off my bills but was not able to save,I can pay off my bills and save a small amount,My financial situation became much better,My debts increase beyond what I earn in a given month,1983.0,Man,,Doctoral degree,Click to write Choice 7,Native American,,10011 Chelsea - Clinton (Manhattan),10010,5,2.0,4.0,5,5,1,41.0,-1,7,0,
R_2uqRupvge6GaE6s,11226 East Flatbush - Flatbush (Brooklyn),Things will be somewhat better,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills but am not able to save,My financial situation became somewhat better,I pay off any balances every month,1982.0,Man,,Primary school,Employed full-time (25+ hours per week),White,,11226 East Flatbush - Flatbush (Brooklyn),11226,4,6.0,5.0,4,4,6,42.0,-1,1,6,3.0
R_3q9kWGoJK8DVLSa,10473 Pelham - Throgs Neck (Bronx),Things will be somewhat better,I always had access through my provider,I had to take on a lot of debt to pay my bills,I am unable to pay all of my bills,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,1974.0,Man,,Vocational school,Employed full-time (25+ hours per week),Hispanic,,10002 Union Square - Lower East Side (Manhattan),10473,4,6.0,2.0,1,2,2,50.0,-1,3,6,4.0
R_1EcJIFcSyW0s8Of,10012 Greenwich Village - SoHo (Manhattan),Things will be somewhat better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became somewhat better,I generally pay off the interest but not the balance,1981.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),White,,10012 Greenwich Village - SoHo (Manhattan),10012,4,6.0,6.0,6,4,3,43.0,-1,4,6,3.0
R_2qkNCjkeGvQDPxN,11220 Sunset Park (Brooklyn),Things will be somewhat worse,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became somewhat worse,I pay off much of the balance,2002.0,Man,,College or university (Bachelor or equivalent),Full-time student,Asian,,11220 Sunset Park (Brooklyn),11220,2,6.0,6.0,6,2,4,22.0,-1,4,4,1.0
R_yWIF1IawDExQZ1v,10029 East Harlem (Manhattan),Things will be much better,I did not have access at home and had to use it elsehwere,I paid off my bills but was not able to save,I can pay off my bills and save a small amount,My financial situation became much better,I pay off any balances every month,1991.0,Woman,,Doctoral degree,Employed full-time (25+ hours per week),White,,Outside New York City (nowhere in the five boroughs),10029,5,1.0,4.0,5,5,6,33.0,1,7,6,3.0
R_3iRo6HGhC0yxeBa,10035 East Harlem (Manhattan),Things will be somewhat better,I usually had access but there were some extended outages,I was unable to pay all of my bills,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I pay off much of the balance,1958.0,Woman,,Vocational school,Not in paid employment (unable to work due to health/personal reasons),Black or African-American,,,10035,4,4.0,1.0,4,2,4,66.0,1,3,2,2.0
R_3nw35xphOIIEGOo,11234 Canarsie - Flatlands (Brooklyn),Things will be much better,I always had access through my provider,I had to take on some debt to pay my bills,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I pay off any balances every month,1994.0,Woman,,Vocational school,Employed full-time (25+ hours per week),"Asian,Black or African-American",,11209 Bensonhurst - Bay Ridge (Brooklyn),11234,5,6.0,3.0,4,2,6,30.0,1,3,6,5.0
R_2VILZE0uZxdBGDA,11375 Ridgewood - Forest Hills (Queens),Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",There were no major impacts on my financial situation,I pay off any balances every month,1940.0,Woman,,Vocational school,Not in paid employment (by choice),White,,,11375,3,6.0,6.0,6,3,6,84.0,1,3,3,3.0
R_OCD5m7vpFXHGWEF,10025 Upper West Side (Manhattan),Things will be about the same,I had to use a hotspot to access the internet,I had to take on some debt to pay my bills,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I pay off much of the balance,1989.0,Man,,College or university (Bachelor or equivalent),Not in paid employment (unable to work due to health/personal reasons),White,,,10025,3,5.0,3.0,5,3,4,35.0,-1,4,2,3.0
R_3qz28uWT81c0pgK,10302 Port Richmond (Staten Island),Things will be much worse,I always had access through my provider,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,2001.0,Man,,Secondary school (high school),Not in paid employment (by choice),Black or African-American,,,10302,1,6.0,1.0,1,1,1,23.0,-1,2,3,2.0
R_1DS7lGBEaPw4LSc,10453 Crotona -Tremont (Bronx),Things will be about the same,I always had access through my provider,I paid off my bills but was not able to save,I am unable to pay all of my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,1980.0,Man,,Vocational school,Click to write Choice 7,Hispanic,,10453 Crotona -Tremont (Bronx),10453,3,6.0,4.0,1,1,1,44.0,-1,3,0,4.0
R_2RWdNr8of1rvdVn,11375 Ridgewood - Forest Hills (Queens),Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",There were no major impacts on my financial situation,I pay off any balances every month,1982.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Asian,,10017 Gramercy Park - Murray Hill (Manhattan),11375,3,6.0,6.0,6,3,6,42.0,1,4,6,1.0
R_3IXH45t7m5mhmSE,11220 Sunset Park (Brooklyn),Things will be somewhat worse,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I never purchase anything on credit or take on debt,1971.0,Man,,Secondary school (high school),Employed part-time (less than 25 hours per week),White,,11204 Borough Park (Brooklyn),11220,2,6.0,4.0,4,2,5,53.0,-1,2,5,3.0
R_2ALslmMk4QjwDtD,10473 Pelham - Throgs Neck (Bronx),Things will be somewhat worse,I always had access through my provider,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much worse,I never purchase anything on credit or take on debt,1970.0,Woman,,Secondary school (high school),Not in paid employment (unable to work due to health/personal reasons),Hispanic,,,10473,2,6.0,1.0,1,1,5,54.0,1,2,2,4.0
R_10q17Typ0W66cgz,10025 Upper West Side (Manhattan),Things will be much better,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,My financial situation became somewhat better,I pay off any balances every month,1970.0,Woman,,College or university (Bachelor or equivalent),Employed part-time (less than 25 hours per week),White,,10025 Upper West Side (Manhattan),10025,5,6.0,5.0,5,4,6,54.0,1,4,5,3.0
R_3nHrq0dttmwsDnr,11375 Ridgewood - Forest Hills (Queens),Things will be much better,I always had access through my provider,I paid off my bills and saved a small amount,"All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much better,I never purchase anything on credit or take on debt,1997.0,Woman,,Vocational school,Employed part-time (less than 25 hours per week),Native American,,11375 Ridgewood - Forest Hills (Queens),11375,5,6.0,5.0,6,5,5,27.0,1,3,5,
R_8HXvtmFXu5GQLqp,10025 Upper West Side (Manhattan),Things will be about the same,I had to find public spaces to access internet,"All my bills were paid off each month and I have enough to save, invest, or spend freely",I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I never purchase anything on credit or take on debt,1993.0,Woman,,Secondary school (high school),Not in paid employment (unable to work due to health/personal reasons),"Black or African-American,Hispanic",,,10025,3,2.0,6.0,5,3,5,31.0,1,2,2,5.0
R_1H2Dz98Co1iuWAk,10002 Union Square - Lower East Side (Manhattan),Things will be somewhat better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",There were no major impacts on my financial situation,I never purchase anything on credit or take on debt,2002.0,Man,,College or university (Bachelor or equivalent),Full-time student,White,,10002 Union Square - Lower East Side (Manhattan),10002,4,6.0,6.0,6,3,5,22.0,-1,4,4,3.0
R_8wvek1MU5J6d1g5,10473 Pelham - Throgs Neck (Bronx),Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",There were no major impacts on my financial situation,I pay off any balances every month,1947.0,Woman,,Vocational school,Not in paid employment (by choice),"Hispanic,Immigrant",,,10473,3,6.0,6.0,6,3,6,77.0,1,3,3,4.0
R_1IDWjF6620tMk3I,11226 East Flatbush - Flatbush (Brooklyn),Things will be much better,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,My financial situation became somewhat worse,I never purchase anything on credit or take on debt,1982.0,Woman,,Vocational school,Not in paid employment (unable to work due to health/personal reasons),Asian,,,11226,5,6.0,5.0,5,2,5,42.0,1,3,2,1.0
R_334qRYnQGmQEeyA,11220 Sunset Park (Brooklyn),Things will be somewhat worse,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely",I can pay off my bills and save a small amount,My financial situation became somewhat worse,I pay off any balances every month,1999.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Asian,,11220 Sunset Park (Brooklyn),11220,2,6.0,6.0,5,2,6,25.0,1,4,6,1.0
R_1pQm0Hiba6aDrRZ,11231 Downtown - Heights - Slope (Brooklyn),Things will be somewhat worse,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I pay off much of the balance,1966.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),White,,11214 Bensonhurst - Bay Ridge (Brooklyn),11231,2,6.0,4.0,4,2,4,58.0,-1,4,6,3.0
R_C2Kf4E9abz0MUUN,10029 East Harlem (Manhattan),Things will be somewhat worse,I always had access through my provider,I paid off my bills but was not able to save,I have to take on some debt to pay my bills,My financial situation became somewhat better,I pay off much of the balance,1998.0,Man,,Secondary school (high school),Employed part-time (less than 25 hours per week),White,,10029 East Harlem (Manhattan),10029,2,6.0,4.0,2,4,4,26.0,-1,2,5,3.0
R_4MFVKwh3NcA5eVz,10025 Upper West Side (Manhattan),Things will be somewhat better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",There were no major impacts on my financial situation,I never purchase anything on credit or take on debt,1999.0,Woman,,College or university (Bachelor or equivalent),Full-time student,White,,10016 Gramercy Park - Murray Hill (Manhattan),10025,4,6.0,6.0,6,3,5,25.0,1,4,4,3.0
R_1LLvd3JShVXVG83,10005 Lower Manhattan (Manhattan),Things will be much worse,I always had access through my provider,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,1993.0,Woman,,Primary school,Full-time student,White,,"I travel for my work (e.g., delivery, at-large repair, public transportation, etc.)",10005,1,6.0,1.0,1,1,1,31.0,1,1,4,3.0
R_1GHORjAssebmRaX,10473 Pelham - Throgs Neck (Bronx),Things will be much worse,I usually had access but there were some extended outages,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much worse,My debts increase beyond what I earn in a given month,1998.0,Woman,,College or university (Bachelor or equivalent),Full-time student,"Black or African-American,Hispanic",,10473 Pelham - Throgs Neck (Bronx),10473,1,4.0,1.0,1,1,1,26.0,1,4,4,5.0
R_bkib1DkVJN6NHm9,11238 Bedford Stuyvesant - Crown Heights (Brooklyn),Things will be somewhat worse,I only had internet access on my phone,I paid off my bills but was not able to save,I have to take on some debt to pay my bills,My financial situation became somewhat worse,I generally pay off the interest but not the balance,1965.0,Woman,,Secondary school (high school),Not in paid employment (unable to work due to health/personal reasons),Hispanic,,,11238,2,3.0,4.0,2,2,3,59.0,1,2,2,4.0
R_2V86xIjzGS1us2t,11420 Southwest Queens (Queens),Things will be somewhat better,I always had access through my provider,I was unable to pay all of my bills,I can pay off my bills but am not able to save,My financial situation became much worse,I make the minimum payment and the interest is charged,1968.0,Man,,Secondary school (high school),Employed full-time (25+ hours per week),"Hispanic,White",,10002 Union Square - Lower East Side (Manhattan),11420,4,6.0,1.0,4,1,2,56.0,-1,2,6,5.0
R_1N2fTnOxJSpYkK3,10025 Upper West Side (Manhattan),Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became somewhat worse,I never purchase anything on credit or take on debt,1948.0,Woman,,Graduate (Masters or equivalent),Not in paid employment (by choice),White,,,10025,3,6.0,6.0,6,2,5,76.0,1,5,3,3.0
R_3CVZX99QWq0pfme,10029 East Harlem (Manhattan),Things will be somewhat better,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I pay off any balances every month,1995.0,Woman,,Vocational school,Employed full-time (25+ hours per week),Asian,,10010 Gramercy Park - Murray Hill (Manhattan),10029,4,6.0,5.0,4,2,6,29.0,1,3,6,1.0
R_2tszBztD4tM5un2,10304 Stapleton - St. George (Staten Island),Things will be about the same,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,1988.0,Woman,,Secondary school (high school),Employed full-time (25+ hours per week),Hispanic,,10314 Willowbrook (Staten Island),10304,3,6.0,4.0,4,3,2,36.0,1,2,6,4.0
R_3hi4ypoJusxdw77,11226 East Flatbush - Flatbush (Brooklyn),Things will be about the same,I had to find public spaces to access internet,I had to take on some debt to pay my bills,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I generally pay off the interest but not the balance,1998.0,Man,,Secondary school (high school),Employed part-time (less than 25 hours per week),Black or African-American,,10028 Upper East Side (Manhattan),11226,3,2.0,3.0,4,2,3,26.0,-1,2,5,2.0
R_3NKYq0L16m7wzbM,11213 Bedford Stuyvesant - Crown Heights (Brooklyn),Things will be somewhat better,I usually had access but there were some extended outages,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat better,I pay off any balances every month,2002.0,Man,,College or university (Bachelor or equivalent),Employed part-time (less than 25 hours per week),White,,11109 Long Island City - Astoria (Queens),11213,4,4.0,4.0,4,4,6,22.0,-1,4,5,3.0
R_2ElOCML3CTlN1Ef,10029 East Harlem (Manhattan),Things will be somewhat better,I always had access through my provider,I paid off my bills but was not able to save,I have to take on some debt to pay my bills,My financial situation became somewhat better,My debts increase beyond what I earn in a given month,1991.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),White,,10003 Union Square - Lower East Side (Manhattan),10029,4,6.0,4.0,2,4,1,33.0,-1,4,6,3.0
R_2yadVwRlXij7E1D,11435 Jamaica (Queens),Things will be much better,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills but am not able to save,My financial situation became much worse,I pay off any balances every month,1995.0,Woman,,Doctoral degree,Employed part-time (less than 25 hours per week),Asian,,11435 Jamaica (Queens),11435,5,6.0,5.0,4,1,6,29.0,1,7,5,1.0
R_1KweBIXpdagAEB7,10009 Union Square - Lower East Side (Manhattan),Things will be about the same,I usually had access but there were some extended outages,I paid off my bills but was not able to save,I can pay off my bills and save a small amount,My financial situation became somewhat better,My debts increase beyond what I earn in a given month,1993.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Black or African-American,,10027 Central Harlem - Morningside Heights (Manhattan),10009,3,4.0,4.0,5,4,1,31.0,-1,4,6,2.0
R_2DUBuk7vqnVz66Z,10304 Stapleton - St. George (Staten Island),Things will be about the same,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",There were no major impacts on my financial situation,I pay off much of the balance,1953.0,Man,,College or university (Bachelor or equivalent),Not in paid employment (by choice),Black or African-American,,,10304,3,6.0,6.0,6,3,4,71.0,-1,4,3,2.0
R_24iuDG8e2jnwj1t,10453 Crotona -Tremont (Bronx),Things will be about the same,I always had access through my provider,I had to take on a lot of debt to pay my bills,I have to take on some debt to pay my bills,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,1996.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Black or African-American,,10453 Crotona -Tremont (Bronx),10453,3,6.0,2.0,2,2,2,28.0,1,4,6,2.0
R_2D0HoL0ez2xVYGW,11226 East Flatbush - Flatbush (Brooklyn),Things will be much better,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,My financial situation became much better,My debts increase beyond what I earn in a given month,1975.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),White,,11226 East Flatbush - Flatbush (Brooklyn),11226,5,6.0,5.0,5,5,1,49.0,-1,4,6,3.0
R_3Di4Ed7SUkre4Ez,10279 Lower Manhattan (Manhattan),Things will be somewhat worse,I always had access through my provider,I was unable to pay all of my bills,I have to take on some debt to pay my bills,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,1996.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Black or African-American,,Outside New York City (nowhere in the five boroughs),10279,2,6.0,1.0,2,3,2,28.0,-1,4,6,2.0
R_1rBzbpsDNy1SD5G,11234 Canarsie - Flatlands (Brooklyn),Things will be much better,I always had access through my provider,I was unable to pay all of my bills,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I pay off much of the balance,1989.0,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Black or African-American,,11206 Williamsburg - Bushwick (Brooklyn),11234,5,6.0,1.0,5,3,4,35.0,1,4,6,2.0
R_31nlKYLgenDMvju,10004 Lower Manhattan (Manhattan),Things will be somewhat worse,I usually had access but there were some extended outages,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became somewhat better,I generally pay off the interest but not the balance,2000.0,Woman,,College or university (Bachelor or equivalent),Full-time student,Hispanic,,10002 Union Square - Lower East Side (Manhattan),10004,2,4.0,1.0,1,4,3,24.0,1,4,4,4.0
R_agjXJvpjwgseaqZ,11203 East Flatbush - Flatbush (Brooklyn),Things will be somewhat better,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely",I am unable to pay all of my bills,My financial situation became somewhat worse,I never purchase anything on credit or take on debt,2002.0,Man,,Graduate (Masters or equivalent),Full-time student,Black or African-American,,11203 East Flatbush - Flatbush (Brooklyn),11203,4,6.0,6.0,1,2,5,22.0,-1,5,4,2.0
R_PTcsF8zc4mLX2O5,11220 Sunset Park (Brooklyn),Things will be somewhat worse,I had to find public spaces to access internet,I had to take on some debt to pay my bills,I have to take on some debt to pay my bills,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,1970.0,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Asian,,11106 Long Island City - Astoria (Queens),11220,2,2.0,3.0,2,3,2,54.0,-1,4,6,1.0
