ResponseId,MODZCTA,modzcta_count,mask_march2020,mask_spring2020,mask_summer2020,mask_fall2020,mask_winter2020,indoor_march2020,indoor_spring2020,indoor_summer2020,indoor_fall2020,indoor_winter2020,mask_march2020_num,mask_spring2020_num,mask_summer2020_num,mask_fall2020_num,mask_winter2020_num,mask_march2020_num_avg,mask_spring2020_num_avg,mask_summer2020_num_avg,mask_fall2020_num_avg,mask_winter2020_num_avg,mask_averages,mask_color,indoor_march2020_num,indoor_spring2020_num,indoor_summer2020_num,indoor_fall2020_num,indoor_winter2020_num,indoor_averages,indoor_color
R_33Cgzhdb1Verh21,11234,99.0,Indoors,When places were crowded,Only in places that forced it,When places were crowded,I never left home in this period,Once or twice a month,Weekly,Once or twice a month,Never,Multiple times each week,[3],[2],[5],[2],[0],3.0,2.0,5.0,2.0,0.0,"[3.0, 2.0, 5.0, 2.0, 0.0]",red,2,3,2,0,4,"[2, 3, 2, 0, 4]",blue
R_33CtlBIDcXsFuZf,10002,121.0,I never left home in this period,When places were crowded,When places were crowded,When places were crowded,I never left home in this period,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,"Rarely, when it could not be avoided",[0],[2],[2],[2],[0],0.0,2.0,2.0,2.0,0.0,"[0.0, 2.0, 2.0, 2.0, 0.0]",orange,1,1,2,2,1,"[1, 1, 2, 2, 1]",orange
R_33dL8eSUle1NhCa,10302,19.0,Only in places that forced it,Only in places that forced it,Only in places that forced it,Only in places that forced it,Only in places that forced it,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[5],[5],[5],[5],[5],5.0,5.0,5.0,5.0,5.0,"[5.0, 5.0, 5.0, 5.0, 5.0]",green,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_33fE8wGHWV7erfo,11375,40.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,Once or twice a month,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,1,2,2,2,"[1, 1, 2, 2, 2]",blue
R_33jAiV0NnaqMVcG,10305,1.0,I always wore it when I left home,I never left home in this period,I never left home in this period,I always wore it when I left home,I never left home in this period,"Rarely, when it could not be avoided",Never,Never,"Rarely, when it could not be avoided",Never,[1],[0],[0],[1],[0],1.0,0.0,0.0,1.0,0.0,"[1.0, 0.0, 0.0, 1.0, 0.0]",red,1,0,0,1,0,"[1, 0, 0, 1, 0]",red
R_33kz2NBIrySq4B0,11234,99.0,"When most people were masking,Indoors",When places were crowded,"Only in places that forced it,When places were crowded","Only in places that forced it,When most people were masking",I always wore it when I left home,Weekly,Multiple times each week,Never,"Rarely, when it could not be avoided",Once or twice a month,"[4, 3]",[2],"[5, 2]","[5, 4]",[1],3.5,2.0,3.5,4.5,1.0,"[3.5, 2.0, 3.5, 4.5, 1.0]",red,3,4,0,1,2,"[3, 4, 0, 1, 2]",red
R_3B0CvAWYoiOf3gJ,10032,11.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,1,1,"[0, 0, 0, 1, 1]",blue
R_3CBJHdZ5xRLzpOX,10466,2.0,I never wore a mask when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[6],[1],[1],[1],[1],6.0,1.0,1.0,1.0,1.0,"[6.0, 1.0, 1.0, 1.0, 1.0]",red,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_3CCJQgC12Hwcub7,11234,99.0,I never left home in this period,Only in places that forced it,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,"Rarely, when it could not be avoided",Weekly,Once or twice a month,[0],[5],[1],[1],[1],0.0,5.0,1.0,1.0,1.0,"[0.0, 5.0, 1.0, 1.0, 1.0]",blue,0,0,1,3,2,"[0, 0, 1, 3, 2]",blue
R_3CCzfiCW9GLQYKC,10024,4.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,When places were crowded,When places were crowded,Never,Never,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[1],[1],[2],[2],1.0,1.0,1.0,2.0,2.0,"[1.0, 1.0, 1.0, 2.0, 2.0]",blue,0,0,0,1,1,"[0, 0, 0, 1, 1]",blue
R_3CIoNf1yFkcVqz9,10037,1.0,Indoors,Indoors,Indoors,Indoors,Indoors,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,[3],[3],[3],[3],[3],3.0,3.0,3.0,3.0,3.0,"[3.0, 3.0, 3.0, 3.0, 3.0]",green,5,5,5,5,5,"[5, 5, 5, 5, 5]",green
R_3CVZX99QWq0pfme,10029,108.0,I always wore it when I left home,I always wore it when I left home,I never left home in this period,I never left home in this period,I always wore it when I left home,Never,Never,Never,Never,Weekly,[1],[1],[0],[0],[1],1.0,1.0,0.0,0.0,1.0,"[1.0, 1.0, 0.0, 0.0, 1.0]",orange,0,0,0,0,3,"[0, 0, 0, 0, 3]",blue
R_3CWuvBcTmzMVHl9,11220,57.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,When places were crowded,I always wore it when I left home,"Rarely, when it could not be avoided",Never,Never,Never,Never,[1],[1],[1],[2],[1],1.0,1.0,1.0,2.0,1.0,"[1.0, 1.0, 1.0, 2.0, 1.0]",orange,1,0,0,0,0,"[1, 0, 0, 0, 0]",red
R_3D0B1JxxEtJu69g,10025,134.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,5,5,5,5,5,"[5, 5, 5, 5, 5]",green
R_3D2e0rapQOEEPzm,11435,3.0,When places were crowded,When places were crowded,When places were crowded,When places were crowded,When places were crowded,Never,Never,Never,Never,Never,[2],[2],[2],[2],[2],2.0,2.0,2.0,2.0,2.0,"[2.0, 2.0, 2.0, 2.0, 2.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_3D5h8bd9uHSES6r,11226,92.0,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,Once or twice a month,Once or twice a month,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[0],[0],[0],[0],[0],0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",green,2,2,1,1,1,"[2, 2, 1, 1, 1]",red
R_3D888w7FqoCJ2IZ,11206,75.0,"Only in places that forced it,Indoors",Indoors,Only in places that forced it,I never wore a mask when I left home,I never left home in this period,Weekly,Weekly,"Rarely, when it could not be avoided",Once or twice a month,Multiple times each week,"[5, 3]",[3],[5],[6],[0],4.0,3.0,5.0,6.0,0.0,"[4.0, 3.0, 5.0, 6.0, 0.0]",red,3,3,1,2,4,"[3, 3, 1, 2, 4]",blue
R_3Dc4u1saEsWm58C,10029,108.0,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,Never,Never,Never,Never,Never,[0],[0],[0],[0],[0],0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_3Dd1cxmM6QNnzV9,11420,20.0,I always wore it when I left home,I never left home in this period,I always wore it when I left home,Only in places that forced it,Only in places that forced it,Never,Never,"Rarely, when it could not be avoided",Once or twice a month,Never,[1],[0],[1],[5],[5],1.0,0.0,1.0,5.0,5.0,"[1.0, 0.0, 1.0, 5.0, 5.0]",blue,0,0,1,2,0,"[0, 0, 1, 2, 0]",orange
R_3dDGO7FoHayPdq2,10473,66.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided",Never,Never,"Rarely, when it could not be avoided",Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,0,0,1,0,"[1, 0, 0, 1, 0]",red
R_3DdKl18B4ehRhkR,10029,108.0,I always wore it when I left home,When places were crowded,When places were crowded,Only in places that forced it,"Only in places that forced it,When places were crowded",Once or twice a month,Weekly,Once or twice a month,Never,Once or twice a month,[1],[2],[2],[5],"[5, 2]",1.0,2.0,2.0,5.0,3.5,"[1.0, 2.0, 2.0, 5.0, 3.5]",blue,2,3,2,0,2,"[2, 3, 2, 0, 2]",orange
R_3dEXQ8iTnsVwrFq,11433,38.0,I never left home in this period,When most people were masking,When places were crowded,I always wore it when I left home,Indoors,"Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,Once or twice a month,Once or twice a month,[0],[4],[2],[1],[3],0.0,4.0,2.0,1.0,3.0,"[0.0, 4.0, 2.0, 1.0, 3.0]",blue,1,2,2,2,2,"[1, 2, 2, 2, 2]",blue
R_3Di4Ed7SUkre4Ez,10007,13.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Once or twice a month,Once or twice a month,Once or twice a month,Once or twice a month,Once or twice a month,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,2,2,2,2,2,"[2, 2, 2, 2, 2]",green
R_3DiqoASSkQOvqs4,10029,108.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_3dLjGQGx6d0gO4Q,10029,108.0,Indoors,When places were crowded,"Only in places that forced it,When places were crowded",Only in places that forced it,Indoors,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Never,Never,Weekly,[3],[2],"[5, 2]",[5],[3],3.0,2.0,3.5,5.0,3.0,"[3.0, 2.0, 3.5, 5.0, 3.0]",orange,1,1,0,0,3,"[1, 1, 0, 0, 3]",blue
R_3dMTVQ4rVS1W338,11206,75.0,I always wore it when I left home,I never wore a mask when I left home,I never wore a mask when I left home,I never wore a mask when I left home,I never wore a mask when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Never,[1],[6],[6],[6],[6],1.0,6.0,6.0,6.0,6.0,"[1.0, 6.0, 6.0, 6.0, 6.0]",blue,1,1,1,1,0,"[1, 1, 1, 1, 0]",red
R_3DooCeilTUvpFUM,10002,121.0,"Only in places that forced it,When most people were masking,Indoors,When places were crowded","Only in places that forced it,When most people were masking,Indoors,When places were crowded","Only in places that forced it,When most people were masking,Indoors,When places were crowded","Only in places that forced it,When most people were masking,Indoors,When places were crowded","Only in places that forced it,When most people were masking,Indoors,When places were crowded","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","[5, 4, 3, 2]","[5, 4, 3, 2]","[5, 4, 3, 2]","[5, 4, 3, 2]","[5, 4, 3, 2]",3.5,3.5,3.5,3.5,3.5,"[3.5, 3.5, 3.5, 3.5, 3.5]",green,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_3DqqIwn24J1mUM8,11234,99.0,I never left home in this period,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[0],[1],[1],[1],[1],0.0,1.0,1.0,1.0,1.0,"[0.0, 1.0, 1.0, 1.0, 1.0]",blue,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_3dRKIwAAkctBbak,10025,134.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"When most people were masking,When places were crowded",I always wore it when I left home,Multiple times each week,Multiple times each week,Multiple times each week,Multiple times each week,Weekly,[1],[1],[1],"[4, 2]",[1],1.0,1.0,1.0,3.0,1.0,"[1.0, 1.0, 1.0, 3.0, 1.0]",orange,4,4,4,4,3,"[4, 4, 4, 4, 3]",red
R_3dS9CJYh8G1hFuZ,11234,99.0,Indoors,"Only in places that forced it,When most people were masking",Indoors,Only in places that forced it,When most people were masking,Weekly,Once or twice a month,Multiple times each week,Multiple times each week,Weekly,[3],"[5, 4]",[3],[5],[4],3.0,4.5,3.0,5.0,4.0,"[3.0, 4.5, 3.0, 5.0, 4.0]",blue,3,2,4,4,3,"[3, 2, 4, 4, 3]",orange
R_3dThSObdDSv4yec,10003,14.0,Only in places that forced it,When most people were masking,Only in places that forced it,I always wore it when I left home,When most people were masking,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Never,Once or twice a month,[5],[4],[5],[1],[4],5.0,4.0,5.0,1.0,4.0,"[5.0, 4.0, 5.0, 1.0, 4.0]",red,1,1,1,0,2,"[1, 1, 1, 0, 2]",blue
R_3Dubg2dz8602F1h,10453,73.0,Only in places that forced it,I never left home in this period,When places were crowded,I never left home in this period,I never left home in this period,"Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",[5],[0],[2],[0],[0],5.0,0.0,2.0,0.0,0.0,"[5.0, 0.0, 2.0, 0.0, 0.0]",red,1,2,2,1,1,"[1, 2, 2, 1, 1]",orange
R_3DvSCXmepofZnMB,10025,134.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_3dVUQhF334zZr8K,11220,57.0,"When most people were masking,When places were crowded",I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Once or twice a month,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,"[4, 2]",[1],[1],[1],[1],3.0,1.0,1.0,1.0,1.0,"[3.0, 1.0, 1.0, 1.0, 1.0]",red,2,1,1,1,2,"[2, 1, 1, 1, 2]",orange
R_3dVXUfektOy2aRO,11206,75.0,"Indoors,When places were crowded",Indoors,Only in places that forced it,"Only in places that forced it,Indoors",I never wore a mask when I left home,Weekly,The same as before the pandemic,Weekly,Multiple times each week,"Rarely, when it could not be avoided","[3, 2]",[3],[5],"[5, 3]",[6],2.5,3.0,5.0,4.0,6.0,"[2.5, 3.0, 5.0, 4.0, 6.0]",blue,3,5,3,4,1,"[3, 5, 3, 4, 1]",red
R_3e37v62QH7Z565U,10012,6.0,"Only in places that forced it,When most people were masking",I never wore a mask when I left home,Indoors,Only in places that forced it,When most people were masking,Multiple times each week,Multiple times each week,Once or twice a month,Weekly,Weekly,"[5, 4]",[6],[3],[5],[4],4.5,6.0,3.0,5.0,4.0,"[4.5, 6.0, 3.0, 5.0, 4.0]",red,4,4,2,3,3,"[4, 4, 2, 3, 3]",red
R_3e4BDPNhiK4ARPB,11220,57.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_3EcHA1iLGa3QU87,11234,99.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_3EirHLzY7SJOIsZ,10473,66.0,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,Never,Never,Never,Never,Never,[0],[0],[0],[0],[0],0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_3EJNGC5AhHFyWU4,11234,99.0,I never left home in this period,I never left home in this period,Only in places that forced it,When most people were masking,When most people were masking,Once or twice a month,Once or twice a month,Once or twice a month,Weekly,Once or twice a month,[0],[0],[5],[4],[4],0.0,0.0,5.0,4.0,4.0,"[0.0, 0.0, 5.0, 4.0, 4.0]",blue,2,2,2,3,2,"[2, 2, 2, 3, 2]",orange
R_3ejZfnA27DEbJtH,11234,99.0,I never left home in this period,I never left home in this period,I never left home in this period,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,"Rarely, when it could not be avoided",Never,[0],[0],[0],[1],[1],0.0,0.0,0.0,1.0,1.0,"[0.0, 0.0, 0.0, 1.0, 1.0]",blue,0,0,0,1,0,"[0, 0, 0, 1, 0]",orange
R_3eq0UpBVG7aM9dg,11226,92.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_3ERTLfoR4EMEUzG,10025,134.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_3ES7nAyAIVZzUcG,10302,19.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Once or twice a month,Never,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,2,0,0,1,1,"[2, 0, 0, 1, 1]",red
R_3Eu9SttNFrNlu8o,11206,75.0,I never wore a mask when I left home,"Only in places that forced it,When most people were masking",Only in places that forced it,I always wore it when I left home,I never left home in this period,The same as before the pandemic,Weekly,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[6],"[5, 4]",[5],[1],[0],6.0,4.5,5.0,1.0,0.0,"[6.0, 4.5, 5.0, 1.0, 0.0]",red,5,3,1,1,1,"[5, 3, 1, 1, 1]",red
R_3Eu9TUEJZ5PiJlN,10002,121.0,"When most people were masking,When places were crowded","When most people were masking,Indoors","When most people were masking,When places were crowded",When places were crowded,"Only in places that forced it,Indoors",Multiple times each week,The same as before the pandemic,Multiple times each week,The same as before the pandemic,Weekly,"[4, 2]","[4, 3]","[4, 2]",[2],"[5, 3]",3.0,3.5,3.0,2.0,4.0,"[3.0, 3.5, 3.0, 2.0, 4.0]",blue,4,5,4,5,3,"[4, 5, 4, 5, 3]",red
R_3EWJWcItyusj4Um,11226,92.0,Only in places that forced it,"Only in places that forced it,When most people were masking,Indoors,When places were crowded","Only in places that forced it,When most people were masking,Indoors,When places were crowded","Only in places that forced it,When most people were masking,Indoors,When places were crowded","Only in places that forced it,When most people were masking,Indoors,When places were crowded","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[5],"[5, 4, 3, 2]","[5, 4, 3, 2]","[5, 4, 3, 2]","[5, 4, 3, 2]",5.0,3.5,3.5,3.5,3.5,"[5.0, 3.5, 3.5, 3.5, 3.5]",red,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_3ewOM3fxJnJlwNs,10002,121.0,I never left home in this period,Only in places that forced it,Only in places that forced it,Only in places that forced it,Only in places that forced it,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[0],[5],[5],[5],[5],0.0,5.0,5.0,5.0,5.0,"[0.0, 5.0, 5.0, 5.0, 5.0]",blue,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_3eyKlFJ4lbKLFEU,10027,3.0,I never wore a mask when I left home,When places were crowded,When places were crowded,When most people were masking,When places were crowded,Once or twice a month,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,[6],[2],[2],[4],[2],6.0,2.0,2.0,4.0,2.0,"[6.0, 2.0, 2.0, 4.0, 2.0]",red,2,1,1,2,2,"[2, 1, 1, 2, 2]",orange
R_3fBFMJR6nEXWTJU,10025,134.0,When most people were masking,When most people were masking,Only in places that forced it,Only in places that forced it,Only in places that forced it,"Rarely, when it could not be avoided",Never,"Rarely, when it could not be avoided",Never,Never,[4],[4],[5],[5],[5],4.0,4.0,5.0,5.0,5.0,"[4.0, 4.0, 5.0, 5.0, 5.0]",blue,1,0,1,0,0,"[1, 0, 1, 0, 0]",red
R_3fBKiyibb05zU7k,10304,33.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_3fdSyh1QFtEABKk,11234,99.0,I always wore it when I left home,I always wore it when I left home,Only in places that forced it,Indoors,I always wore it when I left home,The same as before the pandemic,Multiple times each week,The same as before the pandemic,Weekly,The same as before the pandemic,[1],[1],[5],[3],[1],1.0,1.0,5.0,3.0,1.0,"[1.0, 1.0, 5.0, 3.0, 1.0]",orange,5,4,5,3,5,"[5, 4, 5, 3, 5]",orange
R_3fdWmlTZi8atFUO,10025,134.0,I always wore it when I left home,I always wore it when I left home,When places were crowded,When most people were masking,I always wore it when I left home,"Rarely, when it could not be avoided",Once or twice a month,Weekly,Multiple times each week,Once or twice a month,[1],[1],[2],[4],[1],1.0,1.0,2.0,4.0,1.0,"[1.0, 1.0, 2.0, 4.0, 1.0]",orange,1,2,3,4,2,"[1, 2, 3, 4, 2]",blue
R_3feNswQBVCe6Txx,11433,38.0,I never wore a mask when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,[6],[1],[1],[1],[1],6.0,1.0,1.0,1.0,1.0,"[6.0, 1.0, 1.0, 1.0, 1.0]",red,5,5,5,5,5,"[5, 5, 5, 5, 5]",green
R_3fHO9vMi5v2Jy1E,11222,1.0,I never left home in this period,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,"Rarely, when it could not be avoided",Once or twice a month,"Rarely, when it could not be avoided",[0],[1],[1],[1],[1],0.0,1.0,1.0,1.0,1.0,"[0.0, 1.0, 1.0, 1.0, 1.0]",blue,0,0,1,2,1,"[0, 0, 1, 2, 1]",blue
R_3fJfdFYXC8wC5Uu,10473,66.0,I always wore it when I left home,I always wore it when I left home,Only in places that forced it,Only in places that forced it,Only in places that forced it,Never,Never,Never,Never,Never,[1],[1],[5],[5],[5],1.0,1.0,5.0,5.0,5.0,"[1.0, 1.0, 5.0, 5.0, 5.0]",blue,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_3flSP8C9z8sT5uQ,10310,2.0,"Only in places that forced it,Indoors","When most people were masking,When places were crowded","Only in places that forced it,Indoors","When most people were masking,Indoors","Only in places that forced it,Indoors",Multiple times each week,Weekly,Multiple times each week,Multiple times each week,Multiple times each week,"[5, 3]","[4, 2]","[5, 3]","[4, 3]","[5, 3]",4.0,3.0,4.0,3.5,4.0,"[4.0, 3.0, 4.0, 3.5, 4.0]",orange,4,3,4,4,4,"[4, 3, 4, 4, 4]",orange
R_3fOFPM1MZRTEE1C,10005,19.0,When places were crowded,When places were crowded,I never wore a mask when I left home,Only in places that forced it,Only in places that forced it,Once or twice a month,The same as before the pandemic,Once or twice a month,Multiple times each week,The same as before the pandemic,[2],[2],[6],[5],[5],2.0,2.0,6.0,5.0,5.0,"[2.0, 2.0, 6.0, 5.0, 5.0]",blue,2,5,2,4,5,"[2, 5, 2, 4, 5]",blue
R_3FOtENDZf64CSwM,11367,1.0,"Only in places that forced it,When places were crowded",When places were crowded,When places were crowded,Indoors,When most people were masking,Once or twice a month,"Rarely, when it could not be avoided",Multiple times each week,Weekly,Once or twice a month,"[5, 2]",[2],[2],[3],[4],3.5,2.0,2.0,3.0,4.0,"[3.5, 2.0, 2.0, 3.0, 4.0]",blue,2,1,4,3,2,"[2, 1, 4, 3, 2]",orange
R_3fOuWgfuVt9Q4pu,11101,33.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,When places were crowded,Weekly,Never,Never,Never,Never,[1],[1],[1],[1],[2],1.0,1.0,1.0,1.0,2.0,"[1.0, 1.0, 1.0, 1.0, 2.0]",blue,3,0,0,0,0,"[3, 0, 0, 0, 0]",red
R_3fpDy2ca6qpvnQ8,10001,22.0,Only in places that forced it,Only in places that forced it,When most people were masking,When most people were masking,Only in places that forced it,Once or twice a month,Never,Multiple times each week,Weekly,"Rarely, when it could not be avoided",[5],[5],[4],[4],[5],5.0,5.0,4.0,4.0,5.0,"[5.0, 5.0, 4.0, 4.0, 5.0]",orange,2,0,4,3,1,"[2, 0, 4, 3, 1]",red
R_3fQ3ue27D86kBJw,11226,92.0,"Indoors,When places were crowded","Indoors,When places were crowded","Indoors,When places were crowded","Indoors,When places were crowded","Indoors,When places were crowded",Weekly,"Rarely, when it could not be avoided",Weekly,Weekly,Once or twice a month,"[3, 2]","[3, 2]","[3, 2]","[3, 2]","[3, 2]",2.5,2.5,2.5,2.5,2.5,"[2.5, 2.5, 2.5, 2.5, 2.5]",green,3,1,3,3,2,"[3, 1, 3, 3, 2]",red
R_3fT3gvwV22togyt,10009,13.0,When most people were masking,I never wore a mask when I left home,Indoors,Only in places that forced it,Only in places that forced it,Weekly,Once or twice a month,Multiple times each week,The same as before the pandemic,Once or twice a month,[4],[6],[3],[5],[5],4.0,6.0,3.0,5.0,5.0,"[4.0, 6.0, 3.0, 5.0, 5.0]",blue,3,2,4,5,2,"[3, 2, 4, 5, 2]",red
R_3fvFKR4jSrLeNCU,11226,92.0,"When most people were masking,When places were crowded","Only in places that forced it,When most people were masking",Indoors,When places were crowded,Only in places that forced it,Once or twice a month,Weekly,Multiple times each week,Never,"Rarely, when it could not be avoided","[4, 2]","[5, 4]",[3],[2],[5],3.0,4.5,3.0,2.0,5.0,"[3.0, 4.5, 3.0, 2.0, 5.0]",blue,2,3,4,0,1,"[2, 3, 4, 0, 1]",red
