,Unnamed: 0,ResponseId,zipcode,loss_gain_1,loss_loss_1,loss_gain_2,loss_loss_2,loss_gain_3,loss_loss_3,alloc_debt,alloc_spend,alloc_save,alloc_invest,Age,Risk_preference,amount_later17,question,delay_sooner,delay_later,amount_sooner,amount_later,question_num,block,choice,choice_text,score,presbias,absolmag,gainloss
4296,4297,R_2Tq4LMd2pneZiWf,10012 Greenwich Village - SoHo (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",0,1000,0,0,31,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
4306,4307,R_2tqY5zJpJ39BKBR,10304 Stapleton - St. George (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",900,0,100,0,54,0,600,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,4,1,0,1
4314,4315,R_2TSGvCSjBX4Zs9b,10009 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",5,40,50,905,22,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,0,0
4323,4324,R_2tszBztD4tM5un2,10304 Stapleton - St. George (Staten Island),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",900,45,20,35,35,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
4333,4334,R_2TWQqVEWZltCqr5,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,50,650,0,21,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,0
4342,4343,R_2U2XjMqLWiVakG6,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",1000,0,0,0,79,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,0,0
4351,4352,R_2U5w2z3yNTyRaQj,10128 Upper East Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,0,500,0,26,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,1,1
4360,4361,R_2Ua5Uh0uSGlDs8c,10014 Greenwich Village - SoHo (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,0,1000,0,43,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,1,1
4369,4370,R_2Uc7MQipAP4dyFs,11375 Ridgewood - Forest Hills (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,250,250,0,21,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,0
4378,4379,R_2uE55u5HtwPjL6P,10453 Crotona -Tremont (Bronx),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,100,500,100,41,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
4388,4389,R_2uETlceatrlt6eV,11220 Sunset Park (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",200,300,200,300,39,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,0
4397,4398,R_2UixsudjdDfVwnC,10115 Central Harlem - Morningside Heights (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,400,0,400,44,4,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,1,1,0
4406,4407,R_2uQAYDukDtEKaun,10029 East Harlem (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",800,50,50,100,37,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,14,0,0,1
4415,4416,R_2uqRupvge6GaE6s,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,200,300,0,41,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
4425,4426,R_2uU8I057sdZoRlb,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",150,150,300,400,38,0,510,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,5,0,0,0
4434,4435,R_2uyokmcB36uxXCX,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",450,0,550,0,26,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
4444,4445,R_2uyrJwNYiKvOtr0,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",1000,0,0,0,52,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,1,1,1
4454,4455,R_2v07bp4gkDzry9G,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,150,100,250,74,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,1,1,1
4463,4464,R_2V86xIjzGS1us2t,11420 Southwest Queens (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,400,400,0,55,4,510,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,5,0,0,0
4473,4474,R_2vdZR9CowtB6OId,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",250,150,200,400,38,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
4483,4484,R_2VfF5QtAt5Px4vE,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,200,300,300,33,3,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,0,0
4490,4491,R_2vhTEJEqT4osVJO,11220 Sunset Park (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",0,200,600,200,21,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
4500,4501,R_2VJjwW9peDTQEHk,10475 Northeast Bronx (Bronx),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",100,700,100,100,47,0,510,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,8,0,0,0
4509,4510,R_2VKpOOL0OjG26ZS,11206 Williamsburg - Bushwick (Brooklyn),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,150,300,250,23,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,1,1
4519,4520,R_2VR98KZV0mEFsr3,11226 East Flatbush - Flatbush (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",100,0,600,300,35,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,1,1,0
4528,4529,R_2VwN9tjyMbVMmtg,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,200,500,100,21,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,0,0
4537,4538,R_2Vxyp32wkqxnOjg,10003 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",0,0,0,1000,25,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
4547,4548,R_2Vy8zzGPpZMpj72,11417 Southwest Queens (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,0,500,500,46,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
4557,4558,R_2vZDyQ2ziwvbHIy,10453 Crotona -Tremont (Bronx),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",250,250,250,250,23,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,14,0,0,1
4566,4567,R_2w1vcUdMkcoRrTG,10029 East Harlem (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",100,200,100,600,34,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,1,1,0
4575,4576,R_2wayh9Z5LDWMaHK,11203 East Flatbush - Flatbush (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",500,500,0,0,39,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
4585,4586,R_2wbnv6h7a5GxO0B,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",125,125,500,250,50,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
4595,4596,R_2WGOftbG7MrSdVz,11433 Jamaica (Queens),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",700,300,0,0,29,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,1,0,1
4605,4606,R_2WIls99V1JrPkLj,10302 Port Richmond (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",100,100,100,700,22,1,510,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,4,0,0,0
4614,4615,R_2wLiLG0otMPtSVX,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",500,200,300,0,30,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,0
4623,4624,R_2wmeDVo2ZdRYmUT,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",400,200,400,0,26,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
4633,4634,R_2wMnYrt3DYUEpub,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",600,150,250,0,22,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
4641,4642,R_2wN7JLCQ8JChwR4,10453 Crotona -Tremont (Bronx),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",10,500,450,40,22,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,1,1
4650,4651,R_2wTVgpK4hrxte7k,11228 Bensonhurst - Bay Ridge (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",500,100,300,100,25,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,0,0
4660,4661,R_2WZ6kltmj3hNoAe,10001 Chelsea - Clinton (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,200,400,200,27,1,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,1,1,1
4670,4671,R_2XcUx0PC4DrFF37,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",400,100,200,300,48,0,600,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,6,0,1,1
4678,4679,R_2xDEMTN7OFyjMgU,11433 Jamaica (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",700,100,200,0,22,1,600,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,8,0,0,1
4685,4686,R_2xDx7jLramdDk2f,10453 Crotona -Tremont (Bronx),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",250,150,500,100,34,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,12,0,0,0
4694,4695,R_2XhqydCM3AvtlJx,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,300,400,100,41,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,15,0,0,0
4704,4705,R_2XmM5hFdqwZRT7m,11206 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,300,200,0,34,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
4714,4715,R_2xPqPOMbSUrhO1y,11221 Williamsburg - Bushwick (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",100,200,200,500,22,4,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,14,0,1,0
4723,4724,R_2xRfUj03DFr3epg,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",160,250,500,90,44,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,15,0,1,0
4733,4734,R_2xWWtVCJfJQnV36,11433 Jamaica (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,200,300,300,50,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
4743,4744,R_2y25rECo9Bm363q,11220 Sunset Park (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,200,500,0,24,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,1
4752,4753,R_2Y4l62UfCZeNcBv,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",0,300,700,0,39,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,0
4761,4762,R_2y79HVwQGNbrQed,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",250,250,250,250,36,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
4771,4772,R_2Y8Ko9PMsjR9JNL,11220 Sunset Park (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",400,0,600,0,38,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,12,0,1,0
4780,4781,R_2Y9PBaBjpycofNG,11234 Canarsie - Flatlands (Brooklyn),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",200,500,100,200,24,0,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,0
4789,4790,R_2yadVwRlXij7E1D,11435 Jamaica (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",875,100,25,0,28,1,510,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,1,0,0,0
4799,4800,R_2YgZv0gjLDbPJ4s,10028 Upper East Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,30,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
4809,4810,R_2Yn4WEp7kXxQgDm,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,300,200,300,43,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,15,0,1,0
4819,4820,R_2Ys42GKbOXMh5C9,10453 Crotona -Tremont (Bronx),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",450,50,500,0,30,0,700,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,0
4827,4828,R_2z70McjBa7vVPUM,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,100,500,100,68,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
4837,4838,R_2z8b1TOeJPDN6xf,11375 Ridgewood - Forest Hills (Queens),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,29,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,0
4846,4847,R_2zApheAI5f9tveK,10473 Pelham - Throgs Neck (Bronx),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,0,1000,0,27,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
4856,4857,R_2zD4Gvj8TpjTUYa,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",700,100,200,0,40,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
4866,4867,R_2zdrtwuPWESmpSw,10002 Union Square - Lower East Side (Manhattan),"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,200,200,400,36,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
4876,4877,R_2zFTWTnfE6A2gnP,10456 High Bridge - Morrisania (Bronx),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,0,250,250,43,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
4886,4887,R_2zGSwpaqLRq0i7y,10302 Port Richmond (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",400,200,400,0,43,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,1,0,1
4896,4897,R_2zkEZxAAIar3TDC,10005 Lower Manhattan (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",1000,0,0,0,45,1,600,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,8,0,0,1
4905,4906,R_2zRZv55C230Zgdl,10312 South Beach - Tottenville (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",200,500,200,100,24,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,0,0
4913,4914,R_2zUa2lb4yZC3LVP,10029 East Harlem (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",600,125,135,140,56,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,7,0,0,0
4922,4923,R_2ZUkZ1fZrlgfP3T,10029 East Harlem (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",300,200,300,200,40,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
4930,4931,R_2zw5rihrVPD8XwJ,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,200,300,300,36,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,11,0,0,1
4940,4941,R_2ZWEGcGZLzhuhpf,10025 Upper West Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",500,100,100,300,46,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,1
4949,4950,R_2zY0IdOYeYfLEUb,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,200,300,300,35,3,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,0,0
4957,4958,R_301Yu6iSwyrtoMY,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,500,0,0,56,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,1,1
4966,4967,R_30jfWxDZTccF6FX,10025 Upper West Side (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",0,300,200,500,37,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,0,0
4975,4976,R_30kSMmcXqZSn02m,10014 Greenwich Village - SoHo (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",124,250,436,190,43,2,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,16,0,0,0
4985,4986,R_30leJqDBUQdjN6P,10025 Upper West Side (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",400,300,200,100,62,0,600,Q1,0,12,500,550,1,block1,1,Receiving $550 in 12 months,5,1,0,0
